t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,7.0,7.0,0.0,0.0,0.0,11622245,26742,32769,0
0.0,7.0,7.0,0.0,0.0,0.0,11623374,26783,37553,0
0.0,7.0,7.0,0.0,0.0,0.0,11624529,26723,34160,0
0.03013,7.0,7.0,0.0,0.0,0.0,11623861,26760,33630,0
0.03013,7.0,7.0,0.0,0.0,0.0,11622370,26772,36763,0
0.03013,7.0,7.0,0.0,0.0,0.0,11622861,26854,34270,0
0.0623,7.0,7.0,0.0,0.0,0.0,11623216,26748,34311,0
0.0623,7.0,7.0,0.0,0.0,0.0,11622412,26667,34006,0
0.0623,7.0,7.0,0.0,0.0,0.0,11622370,26851,30166,0
0.09436,7.0,7.0,0.0,0.0,0.0,11622477,26790,36317,0
0.09436,7.0,7.0,0.0,0.0,0.0,11628467,26796,33989,0
0.09436,7.0,7.0,0.0,0.0,0.0,11623812,26757,35156,0
0.13026,7.0,7.0,0.0,0.0,0.0,11624073,26771,30174,0
0.13026,7.0,7.0,0.0,0.0,0.0,11624525,26799,32166,0
0.13026,7.0,7.0,0.0,0.0,0.0,11623841,26779,34528,0
0.15784,7.0,7.0,0.0,0.0,-0.0375,11625533,26715,38171,0
0.15917,7.0,7.0,0.0,0.0,-0.0375,11622247,26764,34505,0
0.15917,7.0,7.0,0.0,0.0,-0.0375,11623054,26733,33523,0
0.17596,7.0,7.0,0.0,0.0,-0.0375,11623431,26721,38059,0
0.17596,7.0,7.0,0.0,0.0,-0.0375,11622608,26707,34389,0
0.17596,7.0,7.0,0.0,0.0,-0.0375,11625975,26851,35637,0
0.20616,7.0,7.0,0.0,0.0,-0.0375,11622245,26804,35704,0
0.20901,7.0,7.0,0.0,0.0,-0.0375,11624145,26788,31139,0
0.20901,7.0,7.0,0.0,0.0,-0.0375,11624631,26746,32756,0
0.23718,7.0,7.0,0.0,0.0,-0.0375,11622782,26750,36322,0
0.23718,7.0,7.0,0.0,0.0,-0.0375,11627773,26766,35634,0
0.23718,7.0,7.0,0.0,0.0,-0.0375,11624093,26732,37278,0
0.27066,7.0,7.0,0.0,0.0,-0.0375,11623947,26779,31848,0
0.27066,7.0,7.0,0.0,0.0,-0.0375,11623278,26799,36648,0
0.27066,7.0,7.0,0.0,0.0,-0.0375,11622205,26781,36165,0
0.30054,7.0,7.0,0.0,0.0,-0.0375,11625718,26779,33655,0
0.30054,7.0,7.0,0.0,0.0,-0.0375,11625672,26734,35991,0
0.30054,7.0,7.0,0.0,0.0,-0.0375,11622851,26745,35153,0
0.3319,7.0,7.0,0.0,0.0,-0.0375,11623019,26790,34254,0
0.3319,7.0,7.0,0.0,0.0,-0.0375,11623195,26751,34969,0
0.3319,7.0,7.0,0.0,0.0,-0.0375,11623397,26731,33093,0
0.36369,7.0,7.0,0.0,0.0,-0.0375,11623727,26772,34704,0
0.36369,7.0,7.0,0.0,0.0,-0.1406,11623311,26801,38675,0
0.36369,7.0,7.0,0.0,0.0,-0.1406,11621848,26696,36042,0
0.39613,7.0,7.0,0.0,0.0,-0.1406,11623629,26746,33678,0
0.39613,7.0,7.0,0.0,0.0,-0.1406,11624166,26692,35414,0
0.39613,7.0,7.0,0.0,0.0,-0.1406,11622401,26717,36316,0
0.41601,7.0,7.0,0.0,0.0,-0.1406,11622861,26680,31441,0
0.41601,7.0,7.0,0.0,0.0,-0.1406,11623867,26698,34367,0
0.41601,7.0,7.0,0.0,0.0,-0.1406,11624184,26777,36268,0
0.44596,7.0,7.0,0.0,0.0,-0.1406,11623510,26777,36904,0
0.44754,7.0,7.0,0.0,0.0,-0.1406,11624491,26736,31969,0
0.44754,7.0,7.0,0.0,0.0,-0.1406,11623477,26782,35662,0
0.47804,7.0,7.0,0.0,0.0,-0.1406,11624518,26783,31880,0
0.47804,7.0,7.0,0.0,0.0,-0.1406,11624009,26750,36562,0
0.47804,7.0,7.0,0.0,0.0,-0.1406,11623336,26762,32630,0
0.51181,7.0,7.0,0.0,0.0,-0.1406,11622008,26738,33341,0
0.51181,7.0,7.0,0.0,0.0,-0.1406,11621135,26822,35849,0
0.51181,7.0,7.0,0.0,0.0,-0.1406,11623644,26775,31937,0
0.54108,7.0,7.0,0.0,0.0,-0.1406,11624776,26745,36905,0
0.54108,7.0,7.0,0.0,0.0,-0.1406,11624436,26742,34563,0
0.54108,7.0,7.0,0.0,0.0,-0.1406,11623397,26728,38937,0
0.57244,7.0,7.0,0.0,0.0,-0.3094,11624808,26773,36009,0
0.57244,7.0,7.0,0.0,0.0,-0.3094,11622918,26694,34798,0
0.57356,7.0,7.0,0.0,0.0,-0.3094,11623165,26708,32691,0
0.6035,7.0,7.0,0.0,0.0,-0.3094,11622438,26740,36327,0
0.6035,7.0,7.0,0.0,0.0,-0.3094,11622401,26654,40243,0
0.6035,7.0,7.0,0.0,0.0,-0.3094,11625158,26686,36123,0
0.63507,7.0,7.0,0.0,0.0,-0.3094,11622802,26813,35110,0
0.63608,7.0,7.0,0.0,0.0,-0.3094,11624555,26725,34791,0
0.63608,7.0,7.0,0.0,0.0,-0.3094,11621345,26667,34792,0
0.66718,7.0,7.0,0.0,0.0,-0.3094,11623558,26779,38348,0
0.66718,7.0,7.0,0.0,0.0,-0.3094,11623654,26816,35867,0
0.66718,7.0,7.0,0.0,0.0,-0.3094,11622861,26754,37908,0
0.68321,7.0,7.0,0.0,0.0,-0.3094,11623575,26697,32040,0
0.68321,7.0,7.0,0.0,0.0,-0.3094,11623949,26754,36119,0
0.68321,7.0,7.0,0.0,0.0,-0.3094,11624378,26730,35491,0
0.71517,7.0,7.0,0.0,0.0,-0.3094,11623542,26806,30996,0
0.71517,7.0,7.0,0.0,0.0,-0.3094,11629830,26685,38076,0
0.71517,7.0,7.0,0.0,0.0,-0.3094,11623356,26793,38997,0
0.74631,7.0,7.0,0.0,0.0,-0.3094,11624325,26757,34289,0
0.74631,7.0,7.0,0.0,0.0,-0.3094,11622712,26785,36747,0
0.74631,7.0,7.0,0.0,0.0,-0.3094,11624847,26804,40294,0
0.77827,7.0,7.0,0.0,0.0,-0.3094,11623500,26752,33274,0
0.77827,7.0,7.0,0.0,0.0,-0.3094,11622650,26811,34615,0
0.77827,7.0,7.0,0.0,0.0,-0.5406,11623533,26757,31187,0
0.80988,7.0,7.0,0.0,0.0,-0.5406,11622832,26760,36279,0
0.80988,7.0,7.0,0.0,0.0,-0.5406,11624477,26782,31979,0
0.80988,7.0,7.0,0.0,0.0,-0.5406,11623378,26738,31592,0
0.84366,7.0,7.0,0.0,0.0,-0.5406,11624093,26788,34131,0
0.84366,7.0,7.0,0.0,0.0,-0.5406,11623500,26760,35532,0
0.84366,7.0,7.0,0.0,0.0,-0.5406,11624729,26730,37059,0
0.87341,7.0,7.0,0.0,0.0,-0.5406,11625642,26736,37965,0
0.87341,7.0,7.0,0.0,0.0,-0.5406,11623302,26773,31878,0
0.87341,7.0,7.0,0.0,0.0,-0.5406,11632791,26738,33906,0
0.90528,7.0,7.0,0.0,0.0,-0.5406,11622716,26722,35432,0
0.90528,7.0,7.0,0.0,0.0,-0.5406,11624521,26737,31797,0
0.90528,7.0,7.0,0.0,0.0,-0.5406,11622864,26780,31575,0
0.93881,7.0,7.0,0.0,0.0,-0.5406,11622887,26782,32767,0
0.93881,7.0,7.0,0.0,0.0,-0.5406,11627773,26719,33820,0
0.93881,7.0,7.0,0.0,0.0,-0.5406,11623196,26745,30624,0
0.95374,7.0,7.0,0.0,0.0,-0.5406,11622549,26730,34084,0
0.95374,7.0,7.0,0.0,0.0,-0.5406,11623555,26772,36421,0
0.95374,7.0,7.0,0.0,0.0,-0.5406,11623937,26771,36595,0
0.98609,7.0,7.0,0.0,0.0,-0.8469,11625158,26724,30022,0
0.98609,7.0,7.0,0.0,0.0,-0.8469,11623572,26765,35401,0
0.98609,7.0,7.0,0.0,0.0,-0.8469,11622205,26776,36467,0
1.01738,7.0,7.0,0.0,0.0,-0.8469,11623220,26763,35657,0
1.01738,7.0,7.0,0.0,0.0,-0.8469,11623542,26676,32230,0
1.01738,7.0,7.0,0.0,0.0,-0.8469,11621942,26726,33513,0
1.04895,7.0,7.0,0.0,0.0,-0.8469,11623477,26824,32576,0
1.04895,7.0,7.0,0.0,0.0,-0.8469,11625289,26704,32566,0
1.04895,7.0,7.0,0.0,0.0,-0.8469,11623112,26719,34590,0
1.08004,7.0,7.0,0.0,0.0,-0.8469,11623480,26776,36018,0
1.08004,7.0,7.0,0.0,0.0,-0.8469,11621918,26806,36938,0
1.08004,7.0,7.0,0.0,0.0,-0.8469,11627148,26757,33920,0
1.11194,7.0,7.0,0.0,0.0,-0.8469,11622913,26721,34852,0
1.11194,7.0,7.0,0.0,0.0,-0.8469,11623891,26793,33612,0
1.11194,7.0,7.0,0.0,0.0,-0.8469,11624398,26759,34828,0
1.14769,7.0,7.0,0.0,0.0,-0.8469,11627230,26743,35702,0
1.14769,7.0,7.0,0.0,0.0,-0.8469,11627358,26779,33227,0
1.14769,7.0,7.0,0.0,0.0,-0.8469,11624261,26797,32546,0
1.17604,7.0,7.0,0.0,0.0,-0.8469,11623805,26773,36244,0
1.17604,7.0,7.0,0.0,0.0,-0.8469,11624145,26771,34157,0
1.17604,7.0,7.0,0.0,0.0,-0.8469,11625003,26793,34057,0
1.2096,7.0,7.0,0.0,0.0,-1.1969,11623841,26757,31488,0
1.2096,7.0,7.0,0.0,0.0,-1.1969,11623336,26710,34152,0
1.2096,7.0,7.0,0.0,0.0,-1.1969,11624310,26783,28593,0
1.22337,7.0,7.0,0.0,0.0,-1.1969,11624878,26751,31073,0
1.22337,7.0,7.0,0.0,0.0,-1.1969,11624198,26771,32975,0
1.22337,7.0,7.0,0.0,0.0,-1.1969,11625672,26751,37473,0
1.26296,7.0,7.0,0.0,0.0,-1.1969,11623477,26722,36823,0
1.26296,7.0,7.0,0.0,0.0,-1.1969,11623819,26837,38510,0
1.26296,7.0,7.0,0.0,0.0,-1.1969,11623160,26767,37132,0
1.29313,7.0,7.0,0.0,0.0,-1.1969,11623302,26720,36289,0
1.29415,7.0,7.0,0.0,0.0,-1.1969,11626227,26737,32587,0
1.29415,7.0,7.0,0.0,0.0,-1.1969,11624093,26705,32794,0
1.32496,7.0,7.0,0.0,0.0,-1.1969,11624840,26771,34686,0
1.32496,7.0,7.0,0.0,0.0,-1.1969,11622809,26722,34472,0
1.32496,7.0,7.0,0.0,0.0,-1.1969,11624036,26793,31116,0
1.36259,7.0,7.0,0.0,0.0,-1.1969,11624976,26812,35284,0
1.36259,7.0,7.0,0.0,0.0,-1.1969,11628973,26785,37410,0
1.36259,7.0,7.0,0.0,0.0,-1.1969,11623293,26766,30195,0
1.38753,7.0,7.0,0.0,0.0,-1.1969,11623572,26784,32322,0
1.38753,7.0,7.0,0.0,0.0,-1.1969,11623937,26729,32649,0
1.38753,7.0,7.0,0.0,0.0,-1.1969,11624691,26706,31745,0
1.4061,7.0,7.0,0.0,0.0,-1.1969,11623153,26745,36520,0
1.4061,7.0,7.0,0.0,0.0,-1.1969,11623218,26765,33880,0
1.4061,7.0,7.0,0.0,0.0,-1.1969,11624093,26676,28493,0
1.43539,7.0,7.0,0.0,0.0,-1.6281,11623567,26784,31941,0
1.43539,7.0,7.0,0.0,0.0,-1.6281,11623917,26717,31653,0
1.43539,7.0,7.0,0.0,0.0,-1.6281,11625158,26782,32058,0
1.47752,7.0,7.0,0.0,0.0,-1.6281,11624093,26750,33404,0
1.47872,7.0,7.0,0.0,0.0,-1.6281,11624419,26788,32862,0
1.47872,7.0,7.0,0.0,0.0,-1.6281,11623937,26776,34699,0
1.49431,7.0,7.0,0.0,0.0,-1.6281,11624537,26762,31835,0
1.49431,7.0,7.0,0.0,0.0,-1.6281,11625805,26804,32888,0
1.49431,7.0,7.0,0.0,0.0,-1.6281,11623477,26757,35848,0
1.52624,7.0,7.0,0.0,0.0,-1.6281,11624077,26765,36070,0
1.52624,7.0,7.0,0.0,0.0,-1.6281,11623616,26678,33725,0
1.52624,7.0,7.0,0.0,0.0,-1.6281,11624036,26753,32241,0
1.55772,7.0,7.0,0.0,0.0,-1.6281,11624793,26696,33660,0
1.55772,7.0,7.0,0.0,0.0,-1.6281,11622724,26811,33996,0
1.55772,7.0,7.0,0.0,0.0,-1.6281,11624433,26737,34802,0
1.58961,7.0,7.0,0.0,0.0,-1.6281,11623937,26770,33838,0
1.58961,7.0,7.0,0.0,0.0,-1.6281,11625467,26727,31003,0
1.58961,7.0,7.0,0.0,0.0,-1.6281,11624835,26737,34504,0
1.62453,7.0,7.0,0.0,0.0,-2.1031,11626265,26719,32649,0
1.62453,7.0,7.0,0.0,0.0,-2.1031,11623009,26781,33345,0
1.62453,7.0,7.0,0.0,0.0,-2.1031,11623927,26756,30275,0
1.64373,7.0,7.0,0.0,0.0,-2.1031,11624290,26671,31284,0
1.64373,7.0,7.0,0.0,0.0,-2.1031,11625014,26784,35429,0
1.64373,7.0,7.0,0.0,0.0,-2.1031,11624310,26713,35803,0
1.68889,7.0,7.0,0.0,0.0,-2.1031,11624093,26729,35179,0
1.68889,7.0,7.0,0.0,0.0,-2.1031,11625021,26777,32975,0
1.68889,7.0,7.0,0.0,0.0,-2.1031,11624620,26698,28336,0
1.70484,7.0,7.0,0.0,0.0,-2.1031,11622572,26733,32282,0
1.70484,7.0,7.0,0.0,0.0,-2.1031,11622370,26659,31203,0
1.70484,7.0,7.0,0.0,0.0,-2.1031,11624709,26757,32249,0
1.73685,7.0,7.0,0.0,0.0,-2.1031,11624310,26677,35276,0
1.73685,7.0,7.0,0.0,0.0,-2.1031,11623814,26751,36067,0
1.73685,7.0,7.0,0.0,0.0,-2.1031,11624214,26745,34542,0
1.76905,7.0,7.0,0.0,0.0,-2.1031,11625158,26692,33666,0
1.76905,7.0,7.0,0.0,0.0,-2.1031,11623302,26730,36288,0
1.76905,7.0,7.0,0.0,0.0,-2.1031,11623173,26735,32298,0
1.80054,7.0,7.0,0.0,0.0,-2.1031,11623349,26713,28125,0
1.80054,7.0,7.0,0.0,0.0,-2.1031,11624727,26781,30758,0
1.80054,7.0,7.0,0.0,0.0,-2.1031,11625841,26704,33248,0
1.83242,7.0,7.0,0.0,0.0,-2.65,11625570,26738,34008,0
1.83242,7.0,7.0,0.0,0.0,-2.65,11623504,26698,32502,0
1.83242,7.0,7.0,0.0,0.0,-2.65,11625306,26714,32838,0
1.86445,7.0,7.0,0.0,0.0,-2.65,11624068,26752,33775,0
1.86445,7.0,7.0,0.0,0.0,-2.65,11624707,26741,31500,0
1.86445,7.0,7.0,0.0,0.0,-2.65,11625789,26732,34162,0
1.89628,7.0,7.0,0.0,0.0,-2.65,11624875,26776,34131,0
1.89628,7.0,7.0,0.0,0.0,-2.65,11622905,26770,31441,0
1.89628,7.0,7.0,0.0,0.0,-2.65,11624878,26774,33083,0
1.92776,7.0,7.0,0.0,0.0,-2.65,11626950,26755,34974,0
1.92776,7.0,7.0,0.0,0.0,-2.65,11624364,26775,32980,0
1.92776,7.0,7.0,0.0,0.0,-2.65,11623477,26752,30312,0
1.95967,7.0,7.0,0.0,0.0,-2.65,11623084,26774,32848,0
1.95967,7.0,7.0,0.0,0.0,-2.65,11625158,26694,34703,0
1.95967,7.0,7.0,0.0,0.0,-2.65,11624787,26750,34532,0
1.98522,7.0,7.0,0.0,0.0,-2.65,11624310,26727,33361,0
1.98636,7.0,7.0,0.0,0.0,-2.65,11623477,26776,32680,0
1.98636,7.0,7.0,0.0,0.0,-2.65,11623641,26755,35252,0
2.01764,7.0,7.0,0.0,0.0,-2.65,11623949,26778,35235,0
2.01764,7.0,7.0,0.0,0.0,-3.2375,11624491,26721,31544,0
2.01764,7.0,7.0,0.0,0.0,-3.2375,11625694,26684,31488,0
2.03405,7.0,7.0,0.0,0.0,-3.2375,11625615,26778,33975,0
2.03405,7.0,7.0,0.0,0.0,-3.2375,11623010,26694,29245,0
2.03405,7.0,7.0,0.0,0.0,-3.2375,11624112,26719,35883,0
2.06635,7.0,7.0,0.0,0.0,-3.2375,11624758,26693,33995,0
2.06635,7.0,7.0,0.0,0.0,-3.2375,11625915,26765,32826,0
2.06635,7.0,7.0,0.0,0.0,-3.2375,11622979,26760,30643,0
2.09957,7.0,7.0,0.0,0.0,-3.2375,11623805,26714,30769,0
2.09957,7.0,7.0,0.0,0.0,-3.2375,11623344,26653,31866,0
2.09957,7.0,7.0,0.0,0.0,-3.2375,11625433,26773,31991,0
2.13067,7.0,7.0,0.0,0.0,-3.2375,11625158,26739,35364,0
2.13067,7.0,7.0,0.0,0.0,-3.2375,11624911,26789,36583,0
2.13067,7.0,7.0,0.0,0.0,-3.2375,11623477,26740,33929,0
2.16193,7.0,7.0,0.0,0.0,-3.2375,11623116,26699,26836,0
2.16193,7.0,7.0,0.0,0.0,-3.2375,11624310,26697,32804,0
2.16193,7.0,7.0,0.0,0.0,-3.2375,11625038,26730,32795,0
2.19883,7.0,7.0,0.0,0.0,-3.2375,11626764,26783,32722,0
2.19883,7.0,7.0,0.0,0.0,-3.2375,11621980,26658,28960,0
2.19883,7.0,7.0,0.0,0.0,-3.2375,11624474,26792,32630,0
2.2309,7.0,7.0,0.0,0.0,-3.9188,11624053,26751,30042,0
2.2309,7.0,7.0,0.0,0.0,-3.9188,11624618,26753,29668,0
2.2309,7.0,7.0,0.0,0.0,-3.9188,11623786,26742,32020,0
2.24617,7.0,7.0,0.0,0.0,-3.9188,11629736,26776,31462,0
2.24617,7.0,7.0,0.0,0.0,-3.9188,11625453,26666,35946,0
2.24617,7.0,7.0,0.0,0.0,-3.9188,11624416,26757,34537,0
2.27803,7.0,7.0,0.0,0.0,-3.9188,11625058,26761,30954,0
2.27803,7.0,7.0,0.0,0.0,-3.9188,11624707,26832,33632,0
2.27803,7.0,7.0,0.0,0.0,-3.9188,11626704,26771,25912,0
2.31042,7.0,7.0,0.0,0.0,-3.9188,11623863,26732,31564,0
2.31042,7.0,7.0,0.0,0.0,-3.9188,11625088,26749,31421,0
2.31042,7.0,7.0,0.0,0.0,-3.9188,11623884,26776,33560,0
2.34233,7.0,7.0,0.0,0.0,-3.9188,11624498,26734,36669,0
2.34233,7.0,7.0,0.0,0.0,-3.9188,11626350,26749,30218,0
2.34233,7.0,7.0,0.0,0.0,-3.9188,11624709,26720,35810,0
2.37468,7.0,7.0,0.0,0.0,-3.9188,11623660,26722,31563,0
2.37468,7.0,7.0,0.0,0.0,-3.9188,11625074,26778,30880,0
2.37468,7.0,7.0,0.0,0.0,-3.9188,11626089,26723,35048,0
2.40603,7.0,7.0,0.0,0.0,-3.9188,11624192,26784,33784,0
2.40603,7.0,7.0,0.0,0.0,-3.9188,11627418,26778,30365,0
2.40603,7.0,7.0,0.0,0.0,-3.9188,11624360,26770,29161,0
2.43802,7.0,7.0,0.0,0.0,-3.9188,11623994,26798,29993,0
2.43802,7.0,7.0,0.0,0.0,-4.6406,11625685,26736,36537,0
2.43802,7.0,7.0,0.0,0.0,-4.6406,11623671,26688,32530,0
2.45424,7.0,7.0,0.0,0.0,-4.6406,11628973,26754,31759,0
2.45625,7.0,7.0,0.0,0.0,-4.6406,11624749,26690,32019,0
2.45625,7.0,7.0,0.0,0.0,-4.6406,11623702,26781,31096,0
2.48594,7.0,7.0,0.0,0.0,-4.6406,11624192,26822,30806,0
2.48594,7.0,7.0,0.0,0.0,-4.6406,11625014,26781,34843,0
2.48594,7.0,7.0,0.0,0.0,-4.6406,11624596,26736,30204,0
2.51748,7.0,7.0,0.0,0.0,-4.6406,11624709,26780,31694,0
2.51748,7.0,7.0,0.0,0.0,-4.6406,11624477,26659,37540,0
2.51748,7.0,7.0,0.0,0.0,-4.6406,11625957,26771,35023,0
2.54995,7.0,7.0,0.0,0.0,-4.6406,11627086,26754,36524,0
2.54995,7.0,7.0,0.0,0.0,-4.6406,11625158,26779,31521,0
2.54995,7.0,7.0,0.0,0.0,-4.6406,11624709,26704,29427,0
2.58224,7.0,7.0,0.0,0.0,-4.6406,11623928,26718,27840,0
2.58224,7.0,7.0,0.0,0.0,-4.6406,11624242,26682,32319,0
2.58224,7.0,7.0,0.0,0.0,-4.6406,11624925,26749,31636,0
2.61637,7.0,7.0,0.0,0.0,-4.6406,11626316,26706,34231,0
2.61637,7.0,7.0,0.0,0.0,-4.6406,11627949,26763,31890,0
2.61637,7.0,7.0,0.0,0.0,-4.6406,11625096,26790,36217,0
2.64579,7.0,7.0,0.0,0.0,-4.6406,11625853,26734,35669,0
2.64579,7.0,7.0,0.0,0.0,-4.6406,11625892,26775,34054,0
2.64579,7.0,7.0,0.0,0.0,-4.6406,11625814,26768,29510,0
2.66192,7.0,7.0,0.0,0.0,-5.4188,11625533,26780,36942,0
2.66192,7.0,7.0,0.0,0.0,-5.4188,11625506,26791,37099,0
2.66192,7.0,7.0,0.0,0.0,-5.4188,11623777,26687,29816,0
2.711,7.0,7.0,0.0,0.0,-5.4188,11625158,26775,30094,0
2.711,7.0,7.0,0.0,0.0,-5.4188,11624723,26761,32163,0
2.711,7.0,7.0,0.0,0.0,-5.4188,11626874,26736,28349,0
2.72575,7.0,7.0,0.0,0.0,-5.4188,11624093,26801,31570,0
2.72575,7.0,7.0,0.0,0.0,-5.4188,11624198,26764,40095,0
2.72575,7.0,7.0,0.0,0.0,-5.4188,11623819,26689,31341,0
2.75773,7.0,7.0,0.0,0.0,-5.4188,11625672,26718,38487,0
2.75773,7.0,7.0,0.0,0.0,-5.4188,11625615,26777,34810,0
2.75773,7.0,7.0,0.0,0.0,-5.4188,11625326,26778,39725,0
2.78994,7.0,7.0,0.0,0.0,-5.4188,11625352,26691,32490,0
2.78994,7.0,7.0,0.0,0.0,-5.4188,11625074,26729,33442,0
2.79114,7.0,7.0,0.0,0.0,-5.4188,11624572,26782,37397,0
2.82163,7.0,7.0,0.0,0.0,-5.4188,11626127,26751,34036,0
2.82163,7.0,7.0,0.0,0.0,-5.4188,11626316,26733,30820,0
2.82163,7.0,7.0,0.0,0.0,-5.4188,11624235,26726,34610,0
