t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,1.0,1.0,0.0,0.0,0.0,11898949,25546,34058,0
0.0,1.0,1.0,0.0,0.0,0.0,11898974,25537,35576,0
0.0,1.0,1.0,0.0,0.0,0.0,11901237,25515,37814,0
0.03168,1.0,1.0,0.0,0.0,0.0,11900526,25590,36858,0
0.03168,1.0,1.0,0.0,0.0,0.0,11899188,25520,35037,0
0.03168,1.0,1.0,0.0,0.0,0.0,11899165,25545,35336,0
0.06503,1.0,1.0,0.0,0.0,0.0,11899248,25549,31212,0
0.06503,1.0,1.0,0.0,0.0,0.0,11898986,25576,33204,0
0.06503,1.0,1.0,0.0,0.0,0.0,11901302,25505,33212,0
0.09559,1.0,1.0,0.0,0.0,0.0,11905027,25523,35104,0
0.09841,1.0,1.0,0.0,0.0,0.0,11899513,25557,36637,0
0.09841,1.0,1.0,0.0,0.0,0.0,11899677,25553,35683,0
0.12687,1.0,1.0,0.0,0.0,0.0,11899322,25584,32127,0
0.12687,1.0,1.0,0.0,0.0,0.0,11899557,25558,34809,0
0.12687,1.0,1.0,0.0,0.0,0.0,11896753,25468,31789,0
0.16131,1.0,1.0,0.0,0.0,0.0,11897972,25602,33577,0
0.16131,1.0,1.0,0.0,0.0,0.0,11900118,25516,36174,0
0.16131,1.0,1.0,0.0,0.0,0.0,11899476,25557,35892,0
0.17508,1.0,1.0,0.0,0.0,0.0,11902073,25541,34041,0
0.17508,1.0,1.0,0.0,0.0,0.0,11901981,25462,35791,0
0.17508,1.0,1.0,0.0,0.0,0.0,11899467,25518,30928,0
0.20755,1.0,1.0,0.0,0.0,-0.05,11899528,25536,34467,0
0.20755,1.0,1.0,0.0,0.0,-0.05,11901184,25496,33356,0
0.20755,1.0,1.0,0.0,0.0,-0.05,11899471,25600,33196,0
0.23997,1.0,1.0,0.0,0.0,-0.05,11902048,25600,32671,0
0.23997,1.0,1.0,0.0,0.0,-0.05,11901786,25597,36228,0
0.23997,1.0,1.0,0.0,0.0,-0.05,11898321,25504,36727,0
0.27208,1.0,1.0,0.0,0.0,-0.05,11900403,25530,34735,0
0.27208,1.0,1.0,0.0,0.0,-0.05,11899771,25562,35825,0
0.27318,1.0,1.0,0.0,0.0,-0.05,11900268,25534,37680,0
0.30436,1.0,1.0,0.0,0.0,-0.05,11901981,25563,33293,0
0.30436,1.0,1.0,0.0,0.0,-0.05,11900790,25593,39673,0
0.30436,1.0,1.0,0.0,0.0,-0.05,11899999,25620,33128,0
