t_s,dL_pct,dR_pct,dV,xa_mm,z_mm,eps_ei_pct,d_ei_mm,eps_act_pct,d_act_mm,latency_us
18383.9555,-0.018,0.1912,-1.6231,0.109,-0.084,0.7008,27.79,0.1817,35.92,1068.75
18383.9555,0.052,0.1912,-3.5214,0.109,-0.084,0.7008,27.79,0.1817,35.92,1068.64
18383.9555,0.162,0.1951,-3.8728,0.109,-0.084,0.7008,30.99,0.1817,35.92,1068.75
18383.9555,0.144,0.2027,-2.0578,0.109,-0.084,0.7008,30.99,0.1817,35.92,1068.76
18383.983,0.18,0.2104,-0.3696,0.109,-0.084,0.7008,30.99,0.1817,35.92,1068.76
18383.983,0.184,0.2218,1.9418,0.109,-0.084,0.7008,30.99,0.1817,35.92,1068.68
18383.983,-0.058,0.2333,0.1702,0.109,-0.084,0.7008,27.79,0.1817,35.92,1068.75
18383.983,0.078,0.241,1.5614,0.109,-0.084,0.7008,27.79,0.1817,35.92,1069.11
18384.0307,0.192,0.2486,4.0104,0.203,-0.169,0.7008,30.99,0.3383,35.83,1069.12
18384.0328,0.178,0.2563,-2.2679,0.203,-0.169,0.7008,30.99,0.3383,35.83,1068.95
18384.0328,0.196,0.2716,-3.6989,0.203,-0.169,0.822,30.99,0.3383,35.83,1068.97
18384.0328,0.196,0.2754,0.6738,0.203,-0.169,0.822,30.99,0.3383,35.83,1069.07
18384.0663,0.2001,0.2869,-6.5392,0.297,-0.253,0.822,30.99,0.495,35.75,1068.98
18384.0663,0.19,0.2945,-2.478,0.297,-0.253,0.822,30.99,0.495,35.75,1069.11
18384.0663,0.198,0.3022,-2.0288,0.297,-0.253,0.822,30.99,0.495,35.75,1068.64
18384.0663,0.186,0.3137,-3.6808,0.297,-0.253,0.822,30.99,0.495,35.75,1068.81
18384.1276,0.166,0.3251,-2.8657,0.297,-0.253,0.822,30.99,0.495,35.75,1068.74
18384.1276,0.18,0.329,-2.9744,0.297,-0.253,0.822,30.99,0.495,35.75,1068.83
18384.1276,0.2021,0.3366,-3.9706,0.297,-0.253,0.822,30.99,0.495,35.75,1068.74
18384.1276,0.2041,0.3366,-4.409,0.297,-0.253,0.822,30.99,0.495,35.75,1068.81
18384.1433,0.2081,0.3481,-4.4488,0.297,-0.253,0.822,30.99,0.495,35.75,1068.81
18384.1458,0.176,0.3596,-5.0538,0.297,-0.253,0.9432,28.62,0.495,35.75,1068.79
18384.1458,0.174,0.3672,-4.1337,0.297,-0.253,0.9432,28.62,0.495,35.75,1068.79
18384.1458,0.18,0.3749,1.373,0.297,-0.253,0.9432,28.62,0.495,35.75,1068.8
18384.2217,0.184,0.3787,-1.4528,0.406,-0.359,0.9432,28.62,0.6767,35.64,1068.79
18384.2217,0.196,0.394,0.3405,0.406,-0.359,0.9432,28.62,0.6767,35.64,1068.71
18384.2217,0.188,0.4093,-3.3837,0.406,-0.359,0.9432,28.62,0.6767,35.64,1068.71
18384.2217,0.2201,0.417,-4.1083,0.406,-0.359,0.9432,28.62,0.6767,35.64,1068.71
18384.225,0.3062,0.4284,-1.5579,0.406,-0.359,0.9432,28.62,0.6767,35.64,1068.71
18384.225,0.2741,0.4399,-2.0832,0.406,-0.359,1.0644,28.62,0.6767,35.64,1068.58
18384.225,0.2701,0.4552,-1.681,0.406,-0.359,1.0644,28.62,0.6767,35.64,1068.75
18384.225,0.2801,0.4667,-0.5036,0.406,-0.359,1.0644,28.62,0.6767,35.64,1068.71
18384.2741,0.172,0.4743,-0.6159,0.525,-0.481,1.0644,28.62,0.875,35.52,1068.75
18384.2741,0.3322,0.4858,0.5216,0.525,-0.481,1.0644,28.62,0.875,35.52,1068.81
18384.2741,0.3342,0.4935,0.4419,0.525,-0.481,1.0644,28.62,0.875,35.52,1068.74
18384.2741,0.3623,0.5049,0.5579,0.525,-0.481,1.0644,28.62,0.875,35.52,1068.74
18384.3202,0.3483,0.5202,-0.3442,0.525,-0.481,1.1856,25.84,0.875,35.52,1068.71
18384.3202,0.3703,0.5317,-2.507,0.525,-0.481,1.1856,25.84,0.875,35.52,1068.71
18384.3202,0.3182,0.547,0.6376,0.525,-0.481,1.1856,25.84,0.875,35.52,1068.69
18384.3202,0.3883,0.5585,0.2572,0.525,-0.481,1.1856,25.84,0.875,35.52,1068.71
18384.3521,0.3903,0.57,-0.145,0.656,-0.609,1.1856,29.74,1.0933,35.39,1068.8
18384.3521,0.4805,0.5853,-1.0579,0.656,-0.609,1.1856,29.74,1.0933,35.39,1068.74
18384.3521,0.5046,0.5968,-0.1015,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.79
18384.3521,0.4926,0.6121,-6.0066,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.8
18384.3916,0.4344,0.6235,1.1085,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.71
18384.3916,0.4966,0.635,-2.4962,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.7
18384.3916,0.5066,0.6465,-4.6553,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.7
18384.3916,0.5307,0.6618,-1.1014,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.59
18384.4221,0.5828,0.6694,-3.1483,0.656,-0.609,1.428,27.09,1.0933,35.39,1068.62
18384.4221,0.5427,0.6848,-0.6268,0.656,-0.609,1.5491,27.09,1.0933,35.39,1068.69
18384.4221,0.6129,0.7001,-1.6593,0.656,-0.609,1.5491,27.09,1.0933,35.39,1068.81
18384.4221,0.6109,0.7154,2.3765,0.656,-0.609,1.5491,27.09,1.0933,35.39,1068.67
18384.48,0.635,0.723,2.0722,0.656,-0.609,1.5491,27.09,1.0933,35.39,1068.71
18384.48,0.6651,0.7383,1.757,0.656,-0.609,1.5491,30.99,1.0933,35.39,1068.72
18384.48,0.659,0.746,-0.558,0.656,-0.609,1.5491,30.99,1.0933,35.39,1068.72
18384.48,0.6751,0.7574,0.0362,0.656,-0.609,1.5491,30.99,1.0933,35.39,1068.75
18384.5453,0.7032,0.7727,-0.9673,0.819,-0.772,1.5491,30.99,1.365,35.23,1068.81
18384.5453,0.7393,0.7842,-1.7281,0.819,-0.772,1.5491,30.99,1.365,35.23,1068.73
18384.5453,0.7433,0.8033,-0.8768,0.819,-0.772,1.5491,30.99,1.365,35.23,1068.73
18384.5453,0.7534,0.8225,-2.2462,0.819,-0.772,1.5491,30.99,1.365,35.23,1068.82
18384.5495,0.7915,0.8416,1.6664,0.819,-0.772,1.7915,28.48,1.365,35.23,1068.75
18384.5495,0.7975,0.8569,-1.5905,0.819,-0.772,1.7915,28.48,1.365,35.23,1068.71
18384.5495,0.8136,0.8722,-2.699,0.819,-0.772,1.7915,28.48,1.365,35.23,1068.59
18384.5495,0.8497,0.8837,1.1049,0.819,-0.772,1.7915,28.48,1.365,35.23,1068.79
18384.6107,0.8477,0.899,1.3368,1.0,-0.95,1.7915,28.48,1.6667,35.05,1068.55
18384.6107,0.8457,0.9181,-1.9165,1.0,-0.95,1.7915,28.48,1.6667,35.05,1068.78
18384.6107,0.8357,0.9334,2.8946,1.0,-0.95,1.9127,28.48,1.6667,35.05,1068.59
18384.6107,0.918,0.9564,-4.0866,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.75
18384.6407,0.906,0.9755,1.1448,1.0,-0.95,1.9127,28.48,1.6667,35.05,1068.72
18384.6407,0.9221,0.987,-3.5359,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.81
18384.6407,0.9602,1.0023,1.1411,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.63
18384.6407,0.9201,1.0176,-1.163,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.81
18384.68,1.0004,1.0291,1.6882,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.82
18384.6834,1.0246,1.0482,-2.6519,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.76
18384.6834,1.0366,1.0673,2.1302,1.0,-0.95,1.9127,31.27,1.6667,35.05,1068.73
18384.6834,0.8016,1.0788,-3.7605,1.0,-0.95,1.9127,28.48,1.6667,35.05,1068.62
18384.713,1.0708,1.1018,-0.3261,1.197,-1.144,2.1551,29.74,1.995,34.86,1068.81
18384.713,1.0708,1.1209,-0.4275,1.197,-1.144,2.1551,29.74,1.995,34.86,1068.72
18384.713,1.1191,1.1438,2.0758,1.197,-1.144,2.1551,29.74,1.995,34.86,1068.73
18384.713,1.1392,1.1591,-4.985,1.197,-1.144,2.1551,29.74,1.995,34.86,1068.6
18384.7569,1.1754,1.1783,2.6337,1.197,-1.144,2.1551,29.74,1.995,34.86,1069.09
18384.7569,1.1955,1.1936,1.8693,1.197,-1.144,2.1551,31.69,1.995,34.86,1068.61
18384.7569,1.1533,1.2165,-0.5761,1.197,-1.144,2.1551,29.74,1.995,34.86,1068.6
18384.7569,1.2337,1.2357,-0.1993,1.197,-1.144,2.1551,31.69,1.995,34.86,1068.72
18384.7904,1.2418,1.251,-0.8478,1.197,-1.144,2.5186,30.85,1.995,34.86,1068.73
18384.7983,1.2559,1.2663,-1.2209,1.197,-1.144,2.5186,30.85,1.995,34.86,1068.73
18384.7983,1.2559,1.2854,-1.7644,1.197,-1.144,2.5186,30.85,1.995,34.86,1068.73
18384.7983,1.3283,1.3045,-0.5217,1.197,-1.144,2.5186,30.85,1.995,34.86,1068.6
18384.8307,1.3001,1.3198,-3.1012,1.416,-1.359,2.5186,30.85,2.36,34.64,1068.72
18384.834,1.3303,1.3466,1.594,1.416,-1.359,2.6398,28.48,2.36,34.64,1068.69
18384.834,1.3787,1.3657,-2.4454,1.416,-1.359,2.6398,28.48,2.36,34.64,1068.7
18384.834,1.3686,1.3772,-0.087,1.416,-1.359,2.6398,28.48,2.36,34.64,1068.68
18384.8677,1.3988,1.3887,2.1483,1.416,-1.359,2.6398,28.48,2.36,34.64,1068.68
18384.8677,1.3666,1.4078,-3.3222,1.416,-1.359,2.6398,28.48,2.36,34.64,1068.51
18384.8677,1.4471,1.4231,0.3441,1.416,-1.359,2.761,31.13,2.36,34.64,1068.77
18384.8677,1.4895,1.4422,-0.3986,1.416,-1.359,2.761,31.13,2.36,34.64,1068.78
18384.9094,1.5096,1.4614,1.3839,1.644,-1.584,2.761,31.13,2.74,34.42,1068.58
18384.9094,1.5197,1.4843,0.6629,1.644,-1.584,2.761,31.13,2.74,34.42,1069.15
18384.9094,1.5076,1.4996,-1.5361,1.644,-1.584,2.8822,29.46,2.74,34.42,1068.75
18384.9094,1.4814,1.5226,2.8294,1.644,-1.584,2.8822,29.46,2.74,34.42,1068.66
18384.9496,1.5882,1.5455,-5.3835,1.644,-1.584,2.8822,29.46,2.74,34.42,1068.73
18384.9496,1.6064,1.5685,-1.0325,1.644,-1.584,2.8822,29.46,2.74,34.42,1068.64
18384.9496,1.6346,1.5838,-0.3442,1.644,-1.584,3.1246,27.23,2.74,34.42,1068.76
18384.9496,1.6547,1.6067,-2.5976,1.644,-1.584,3.1246,27.23,2.74,34.42,1068.72
18385.0014,1.6547,1.6297,-1.0615,1.644,-1.584,3.1246,27.23,2.74,34.42,1068.72
18385.0014,1.7031,1.6488,1.9418,1.644,-1.584,3.1246,27.23,2.74,34.42,1068.66
18385.0014,1.7092,1.6718,-2.1085,1.644,-1.584,3.2458,31.13,2.74,34.42,1068.78
18385.0014,1.7556,1.6947,-0.5507,1.644,-1.584,3.2458,31.13,2.74,34.42,1069.17
18385.0296,1.7758,1.7139,-2.0324,1.644,-1.584,3.2458,31.13,2.74,34.42,1069.07
18385.0296,1.8121,1.7292,-1.7028,1.644,-1.584,3.2458,31.13,2.74,34.42,1068.95
18385.0296,1.6931,1.7483,-0.7463,1.644,-1.584,3.367,27.23,2.74,34.42,1068.97
18385.0296,1.8444,1.7636,-0.4674,1.644,-1.584,3.367,31.13,2.74,34.42,1069.06
18385.0885,1.8605,1.7789,-0.7065,1.909,-1.847,3.367,31.13,3.1817,34.15,1069.08
18385.0885,1.8908,1.798,-1.1883,1.909,-1.847,3.367,31.13,3.1817,34.15,1069.12
18385.0885,1.8908,1.821,-5.4705,1.909,-1.847,3.367,31.13,3.1817,34.15,1068.78
18385.0885,1.9514,1.8439,1.7606,1.909,-1.847,3.367,31.13,3.1817,34.15,1068.82
18385.1022,1.9494,1.8707,-2.4925,1.909,-1.847,3.367,31.13,3.1817,34.15,1068.78
18385.1022,1.9837,1.8937,-5.7603,1.909,-1.847,3.367,32.1,3.1817,34.15,1068.87
18385.1022,2.012,1.9205,0.8006,1.909,-1.847,3.4882,31.13,3.1817,34.15,1068.82
18385.1022,2.0605,1.9472,-0.6159,1.909,-1.847,3.4882,31.13,3.1817,34.15,1068.81
18385.1583,2.0605,1.9664,-3.1157,1.909,-1.847,3.4882,31.13,3.1817,34.15,1068.74
18385.1636,2.0988,1.9893,0.8984,1.909,-1.847,3.7305,29.46,3.1817,34.15,1068.71
18385.1636,2.117,2.0161,-0.7282,1.909,-1.847,3.7305,29.46,3.1817,34.15,1068.71
18385.1636,2.1332,2.039,-0.3297,1.909,-1.847,3.7305,29.46,3.1817,34.15,1068.75
18385.1853,2.1959,2.062,1.8838,2.159,-2.094,3.8517,29.46,3.5983,33.91,1068.71
18385.1853,2.2121,2.085,2.5142,2.159,-2.094,3.8517,29.46,3.5983,33.91,1068.8
18385.1853,2.2444,2.1079,1.181,2.159,-2.094,3.8517,31.83,3.5983,33.91,1068.77
18385.1853,2.2828,2.1309,-0.2174,2.159,-2.094,3.8517,31.83,3.5983,33.91,1068.82
18385.2343,2.3031,2.1576,-3.0649,2.159,-2.094,3.9729,30.99,3.5983,33.91,1068.75
18385.2433,2.3051,2.1768,-1.2427,2.159,-2.094,3.9729,30.99,3.5983,33.91,1068.77
18385.2433,2.3091,2.2036,-1.5977,2.159,-2.094,3.9729,30.99,3.5983,33.91,1068.82
18385.2433,2.3455,2.2303,0.5434,2.159,-2.094,4.0941,30.99,3.5983,33.91,1068.82
18385.2641,2.3698,2.2533,1.286,2.497,-2.428,4.0941,30.99,4.1617,33.57,1068.75
18385.2641,2.4063,2.2801,-0.884,2.497,-2.428,4.0941,30.99,4.1617,33.57,1068.74
18385.2641,2.4346,2.303,-0.4058,2.497,-2.428,4.3365,28.62,4.1617,33.57,1068.8
18385.2641,2.4407,2.326,1.4346,2.497,-2.428,4.3365,28.62,4.1617,33.57,1068.74
18385.314,2.5055,2.3528,1.6519,2.497,-2.428,4.3365,31.41,4.1617,33.57,1068.82
18385.314,2.5399,2.3757,-1.576,2.497,-2.428,4.3365,31.41,4.1617,33.57,1068.82
18385.314,2.5743,2.3987,-1.1195,2.497,-2.428,4.4577,31.41,4.1617,33.57,1068.74
18385.314,2.6148,2.4254,4.0466,2.497,-2.428,4.4577,31.41,4.1617,33.57,1068.81
18385.3458,2.6047,2.4446,-0.6739,2.497,-2.428,4.4577,31.41,4.1617,33.57,1068.75
18385.3458,2.6331,2.4752,-4.7676,2.497,-2.428,4.4577,31.41,4.1617,33.57,1068.7
18385.3458,2.6574,2.502,-1.7028,2.497,-2.428,4.4577,31.41,4.1617,33.57,1068.68
18385.3458,2.6837,2.5287,-0.5326,2.497,-2.428,4.4577,31.41,4.1617,33.57,1068.81
18385.3906,2.7263,2.5555,-0.8985,2.497,-2.428,4.5789,29.6,4.1617,33.57,1068.78
18385.3906,2.7445,2.5823,-1.9455,2.497,-2.428,4.5789,29.6,4.1617,33.57,1068.71
18385.3906,2.7729,2.6091,-2.2027,2.497,-2.428,4.5789,31.55,4.1617,33.57,1068.62
18385.3906,2.8297,2.6359,2.8511,2.497,-2.428,4.7,31.55,4.1617,33.57,1068.62
18385.4605,2.7729,2.6703,0.1014,2.8,-2.728,4.7,31.55,4.6667,33.27,1068.68
18385.4682,2.8885,2.6932,-3.4236,2.8,-2.728,4.7,31.55,4.6667,33.27,1068.63
18385.4682,2.8905,2.7124,-1.3912,2.8,-2.728,4.9424,30.02,4.6667,33.27,1068.64
18385.4682,2.923,2.7315,-0.9673,2.8,-2.728,4.9424,30.02,4.6667,33.27,1068.65
18385.4682,2.9636,2.7621,-3.4634,2.8,-2.728,4.9424,30.02,4.6667,33.27,1068.73
18385.4682,3.0143,2.7889,-0.0798,2.8,-2.728,4.9424,30.02,4.6667,33.27,1068.81
18385.4682,3.0306,2.8118,-3.5323,2.8,-2.728,5.0636,32.1,4.6667,33.27,1068.66
18385.4718,3.0488,2.8348,1.1882,2.8,-2.728,5.0636,32.1,4.6667,33.27,1068.69
18385.5195,3.0895,2.8616,-0.0327,3.125,-3.053,5.0636,32.1,5.2083,32.95,1068.69
18385.5195,3.1382,2.8845,-2.3041,3.125,-3.053,5.1848,31.27,5.2083,32.95,1068.69
18385.5195,3.1463,2.9075,0.3803,3.125,-3.053,5.1848,31.27,5.2083,32.95,1068.73
18385.5195,3.1666,2.9343,-0.8188,3.125,-3.053,5.1848,31.27,5.2083,32.95,1068.82
18385.5513,3.2032,2.961,0.7354,3.125,-3.053,5.306,31.27,5.2083,32.95,1068.75
18385.5513,3.2499,2.984,-0.1305,3.125,-3.053,5.306,31.27,5.2083,32.95,1068.72
18385.5513,3.2865,3.0146,-0.8079,3.125,-3.053,5.306,32.8,5.2083,32.95,1068.74
18385.5513,3.2784,3.0376,-1.6376,3.125,-3.053,5.306,31.27,5.2083,32.95,1068.75
18385.5842,3.3048,3.0643,-4.5285,3.125,-3.053,5.306,32.8,5.2083,32.95,1068.58
18385.5842,3.3699,3.0911,-0.8224,3.125,-3.053,5.306,32.8,5.2083,32.95,1068.79
18385.5842,3.4044,3.1179,1.4672,3.125,-3.053,5.5484,31.97,5.2083,32.95,1068.81
18385.5842,3.4309,3.1447,1.9273,3.125,-3.053,5.5484,31.97,5.2083,32.95,1068.76
18385.6345,3.4777,3.1753,0.7136,3.462,-3.388,5.5484,31.97,5.77,32.61,1068.81
18385.6364,3.5082,3.2059,-4.2858,3.462,-3.388,5.6695,30.85,5.77,32.61,1068.75
18385.6364,3.4634,3.2403,-4.3764,3.462,-3.388,5.6695,30.85,5.77,32.61,1068.75
18385.6364,3.557,3.2709,-2.0361,3.462,-3.388,5.6695,32.1,5.77,32.61,1068.8
18385.6673,3.6018,3.3054,0.9527,3.462,-3.388,5.7907,32.1,5.77,32.61,1068.75
18385.6687,3.6405,3.3398,0.3586,3.462,-3.388,5.7907,32.1,5.77,32.61,1068.81
18385.6687,3.6588,3.3742,1.4889,3.462,-3.388,5.9119,32.1,5.77,32.61,1068.72
18385.6687,3.6568,3.4048,-0.6666,3.462,-3.388,5.9119,32.1,5.77,32.61,1068.81
18385.7427,3.7097,3.4316,-3.3077,3.462,-3.388,5.9119,32.1,5.77,32.61,1068.69
18385.7427,3.7566,3.4622,-1.134,3.462,-3.388,6.1543,31.27,5.77,32.61,1068.62
18385.7438,3.7831,3.489,4.014,3.462,-3.388,6.1543,31.27,5.77,32.61,1068.64
18385.7501,3.832,3.5234,-1.8622,3.462,-3.388,6.2755,31.83,5.77,32.61,1068.69
18385.764,3.8646,3.5502,-1.2535,3.462,-3.388,6.2755,31.83,5.77,32.61,1069.05
18385.764,3.8972,3.5808,-0.7681,3.462,-3.388,6.2755,31.83,5.77,32.61,1068.58
18385.764,3.9217,3.6114,-0.7319,3.462,-3.388,6.3967,31.83,5.77,32.61,1068.69
18385.764,3.9706,3.6458,-2.9852,3.462,-3.388,6.3967,31.83,5.77,32.61,1068.69
18385.7898,3.9971,3.6726,-0.1377,3.819,-3.741,6.3967,31.83,6.365,32.26,1068.69
18385.792,4.044,3.6994,-2.6048,3.819,-3.741,6.3967,31.83,6.365,32.26,1068.66
18385.792,4.0644,3.7338,-0.6268,3.819,-3.741,6.3967,31.83,6.365,32.26,1068.69
18385.792,4.1093,3.7683,-1.4129,3.819,-3.741,6.6391,32.24,6.365,32.26,1068.69
18385.8301,4.1583,3.8103,-1.7861,3.819,-3.741,6.6391,32.24,6.365,32.26,1068.58
18385.8463,4.1808,3.8448,-1.7317,3.819,-3.741,6.6391,32.24,6.365,32.26,1068.7
18385.8463,4.2236,3.8792,1.0071,3.819,-3.741,6.8814,31.27,6.365,32.26,1068.69
18385.8463,4.2338,3.9098,2.2026,3.819,-3.741,6.8814,31.27,6.365,32.26,1068.68
18385.8706,4.3094,3.9442,-0.1268,4.188,-4.106,6.8814,31.27,6.98,31.89,1068.67
18385.8706,4.3217,3.9787,-1.6122,4.188,-4.106,6.8814,31.27,6.98,31.89,1068.67
18385.8706,4.3564,4.0131,-4.0069,4.188,-4.106,7.0026,32.38,6.98,31.89,1068.69
18385.8751,4.3891,4.0437,0.326,4.188,-4.106,7.0026,32.38,6.98,31.89,1068.74
18385.9123,4.3993,4.0781,-3.1736,4.188,-4.106,7.0026,32.38,6.98,31.89,1068.69
18385.9123,4.4218,4.1126,0.5905,4.188,-4.106,7.245,31.69,6.98,31.89,1069.15
18385.9123,4.4913,4.147,-1.7209,4.188,-4.106,7.245,31.69,6.98,31.89,1068.72
18385.9123,4.5444,4.1738,-1.4419,4.188,-4.106,7.3662,30.15,6.98,31.89,1068.64
18385.9823,4.5935,4.2044,2.1917,4.575,-4.494,7.3662,30.15,7.625,31.51,1068.73
18385.9823,4.6099,4.2388,-1.6919,4.575,-4.494,7.3662,32.1,7.625,31.51,1068.78
18385.9823,4.6038,4.2656,1.1484,4.575,-4.494,7.4874,32.1,7.625,31.51,1068.65
18385.9823,4.6651,4.3,-2.6519,4.575,-4.494,7.4874,32.1,7.625,31.51,1068.69
18385.9883,4.7081,4.3306,1.3404,4.575,-4.494,7.4874,32.1,7.625,31.51,1068.53
18385.9883,4.7552,4.3689,-2.9381,4.575,-4.494,7.6086,32.1,7.625,31.51,1068.76
18385.9883,4.8064,4.4072,1.594,4.575,-4.494,7.6086,32.1,7.625,31.51,1068.77
18385.9883,4.835,4.4378,-1.3151,4.575,-4.494,7.6086,32.1,7.625,31.51,1069.08
18386.0335,4.8473,4.476,0.0217,4.575,-4.494,7.6086,32.1,7.625,31.51,1069.09
18386.0335,4.921,4.5181,-0.0834,4.575,-4.494,7.7298,32.24,7.625,31.51,1068.94
18386.0335,4.9477,4.5564,0.326,4.575,-4.494,7.7298,32.24,7.625,31.51,1068.95
18386.0335,4.9948,4.5831,-2.181,4.575,-4.494,7.9721,31.41,7.625,31.51,1069.05
18386.0625,5.0051,4.6214,-1.5071,4.575,-4.494,7.9721,31.41,7.625,31.51,1069.11
18386.0625,5.0686,4.6558,-1.7354,4.575,-4.494,7.9721,31.41,7.625,31.51,1068.71
18386.0625,5.1342,4.6864,0.5361,4.575,-4.494,8.0933,32.8,7.625,31.51,1068.81
18386.0625,5.1752,4.7209,-2.7642,4.575,-4.494,8.0933,32.8,7.625,31.51,1068.79
18386.1172,5.2204,4.7515,1.8258,4.978,-4.894,8.2145,32.1,8.2967,31.11,1068.77
18386.1233,5.2532,4.7897,-5.3002,4.978,-4.894,8.2145,32.1,8.2967,31.11,1068.79
18386.1273,5.2511,4.8242,-1.3115,4.978,-4.894,8.3357,32.1,8.2967,31.11,1068.8
18386.1273,5.2634,4.8586,-1.8875,4.978,-4.894,8.3357,32.1,8.2967,31.11,1068.8
18386.155,5.3332,4.8968,0.5651,5.4,-5.316,8.3357,32.1,9.0,30.68,1068.74
18386.1564,5.3907,4.9351,-4.5249,5.4,-5.316,8.4569,33.36,9.0,30.68,1068.75
18386.1585,5.403,4.9695,-0.8224,5.4,-5.316,8.4569,33.36,9.0,30.68,1068.78
18386.1585,5.4564,5.004,-5.3183,5.4,-5.316,8.5781,32.24,9.0,30.68,1068.7
18386.2165,5.4441,5.0384,-2.9889,5.4,-5.316,8.5781,32.24,9.0,30.68,1068.81
18386.2165,5.553,5.0728,-2.5034,5.4,-5.316,8.6993,32.24,9.0,30.68,1068.77
18386.2165,5.5982,5.1073,-3.0432,5.4,-5.316,8.6993,32.24,9.0,30.68,1068.72
18386.2165,5.629,5.1417,-3.2135,5.4,-5.316,8.6993,32.24,9.0,30.68,1068.69
18386.2366,5.6434,5.1799,-0.5254,5.4,-5.316,8.8205,30.99,9.0,30.68,1068.7
18386.2366,5.703,5.2144,0.0398,5.4,-5.316,8.8205,32.94,9.0,30.68,1068.76
18386.2366,5.7565,5.2526,2.1845,5.4,-5.316,8.9416,32.94,9.0,30.68,1068.85
18386.2366,5.812,5.2909,-0.7536,5.4,-5.316,8.9416,32.94,9.0,30.68,1068.85
18386.2972,5.847,5.333,3.7821,5.4,-5.316,9.0628,31.69,9.0,30.68,1068.74
18386.2972,5.8841,5.3712,0.3731,5.4,-5.316,9.0628,31.69,9.0,30.68,1068.81
18386.2972,5.917,5.4095,-1.9382,5.4,-5.316,9.184,33.08,9.0,30.68,1068.84
18386.2972,5.9355,5.4401,-2.3802,5.4,-5.316,9.184,33.08,9.0,30.68,1068.75
18386.3142,6.0096,5.4822,-0.7753,5.831,-5.747,9.3052,33.08,9.7183,30.25,1068.84
18386.3142,6.0302,5.5204,0.8151,5.831,-5.747,9.3052,33.08,9.7183,30.25,1068.85
18386.3142,6.0755,5.5587,0.2318,5.831,-5.747,9.4264,32.1,9.7183,30.25,1068.74
18386.3142,6.1312,5.5893,-0.2319,5.831,-5.747,9.4264,32.1,9.7183,30.25,1068.8
18386.3464,6.1518,5.6314,-3.8656,5.831,-5.747,9.4264,32.1,9.7183,30.25,1068.75
18386.3464,6.2445,5.6696,-1.0362,5.831,-5.747,9.6688,32.8,9.7183,30.25,1068.72
18386.3464,6.2713,5.7079,-2.6773,5.831,-5.747,9.6688,32.8,9.7183,30.25,1068.8
18386.3464,6.294,5.7462,0.0869,5.831,-5.747,9.6688,32.8,9.7183,30.25,1068.82
18386.3927,6.3497,5.7882,0.7752,5.831,-5.747,9.6688,32.8,9.7183,30.25,1068.81
18386.3927,6.3847,5.8265,-2.181,5.831,-5.747,9.79,32.8,9.7183,30.25,1068.65
18386.3927,6.4157,5.8686,-0.558,5.831,-5.747,9.79,32.8,9.7183,30.25,1068.74
18386.3927,6.4673,5.9068,0.7644,5.831,-5.747,10.0323,31.69,9.7183,30.25,1068.71
18386.4335,6.4941,5.9374,-2.2172,6.378,-6.294,10.0323,31.69,10.63,29.71,1068.73
18386.4335,6.5478,5.9719,1.7715,6.378,-6.294,10.0323,31.69,10.63,29.71,1068.72
18386.4335,6.554,6.0101,-1.1449,6.378,-6.294,10.0323,31.69,10.63,29.71,1068.8
18386.4335,6.7068,6.0522,-4.0721,6.378,-6.294,10.2747,31.97,10.63,29.71,1068.69
18386.4335,6.7274,6.0943,-1.0579,6.378,-6.294,10.2747,31.97,10.63,29.71,1068.69
18386.5019,6.7564,6.1287,-1.1122,6.378,-6.294,10.3959,31.97,10.63,29.71,1068.81
18386.5019,6.746,6.1746,0.0253,6.378,-6.294,10.3959,31.97,10.63,29.71,1068.71
18386.5019,6.8018,6.2091,-4.0576,6.378,-6.294,10.3959,31.97,10.63,29.71,1068.72
18386.5019,6.8452,6.2511,-2.9128,6.378,-6.294,10.3959,31.97,10.63,29.71,1068.75
18386.5019,6.9238,6.2894,-1.1992,6.378,-6.294,10.6383,30.99,10.63,29.71,1068.66
18386.5341,7.0045,6.3315,-1.96,6.787,-6.703,10.6383,32.52,11.3117,29.3,1068.7
18386.5341,6.9797,6.3736,0.4782,6.787,-6.703,10.7595,31.83,11.3117,29.3,1068.88
18386.5341,7.05,6.4157,-0.6992,6.787,-6.703,10.7595,31.83,11.3117,29.3,1068.75
18386.5341,7.0666,6.4577,-5.235,6.787,-6.703,10.8807,31.83,11.3117,29.3,1068.73
18386.5341,7.0666,6.496,2.9127,6.787,-6.703,10.8807,31.83,11.3117,29.3,1068.67
18386.589,7.1556,6.5381,-3.4091,6.787,-6.703,11.0018,31.83,11.3117,29.3,1068.7
18386.594,7.1949,6.584,-1.2427,6.787,-6.703,11.0018,31.83,11.3117,29.3,1068.65
