t_s,dL_pct,dR_pct,dV,xa_mm,z_mm,eps_ei_pct,d_ei_mm,eps_act_pct,d_act_mm,latency_us
18373.5807,-0.142,0.0344,-3.5105,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18373.5933,-0.168,0.0344,-0.279,0.0,0.0,0.4584,25.0,0.0,36.0,1068.55
18373.5967,-0.174,0.042,0.3151,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18373.5967,-0.14,0.042,-1.7426,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18373.5967,-0.124,0.042,-1.8948,0.0,0.0,0.4584,29.46,0.0,36.0,1068.73
18373.6305,-0.142,0.042,-3.4091,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18373.6305,-0.168,0.0382,1.5795,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18373.6305,-0.156,0.0306,-3.9054,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18373.6305,-0.152,0.0306,-1.9853,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18373.6305,-0.196,0.0306,-2.1701,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18373.6769,-0.194,0.0306,-6.8471,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18373.6769,-0.182,0.0344,-2.9164,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18373.6769,-0.2039,0.0306,-1.7933,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18373.6769,-0.148,0.0267,-2.6737,0.0,0.0,0.3373,25.0,0.0,36.0,1068.66
18373.6769,-0.2159,0.0306,-4.2822,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18373.7281,-0.184,0.0306,0.6702,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18373.7281,-0.156,0.0306,-2.1013,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18373.7281,-0.178,0.0306,-1.105,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18373.7281,-0.194,0.0306,-0.913,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18373.7281,-0.166,0.0267,-2.5433,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18373.7769,-0.2319,0.0267,-0.5942,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18373.7769,-0.152,0.0229,2.8294,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18373.7769,-0.176,0.0267,-4.2134,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18373.7769,-0.196,0.0267,-1.2499,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18373.7769,-0.174,0.0267,1.8729,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18373.8355,-0.2059,0.0306,-3.4055,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18373.8382,-0.162,0.0344,0.6593,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18373.8382,-0.15,0.042,-0.2464,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18373.8382,-0.156,0.0382,-2.5288,0.0,0.0,0.4584,25.0,0.0,36.0,1068.52
18373.8382,-0.16,0.042,-2.3078,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18373.8758,-0.1999,0.0382,-0.4928,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18373.8758,-0.3018,0.0382,-2.5433,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18373.8758,-0.168,0.0382,-1.047,0.0,0.0,0.4584,25.0,0.0,36.0,1068.57
18373.8758,-0.152,0.0382,4.3147,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18373.8778,-0.158,0.0382,-2.92,0.0,0.0,0.4584,25.0,0.0,36.0,1069.2
18373.9471,-0.18,0.042,-1.8332,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18373.9581,-0.162,0.0459,-2.3621,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18373.9581,-0.152,0.042,-2.3404,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18373.9581,-0.136,0.0497,-3.4671,0.0,0.0,0.4584,29.46,0.0,36.0,1068.64
18373.9581,-0.124,0.0459,0.518,0.0,0.0,0.4584,29.46,0.0,36.0,1068.68
18373.9891,-0.134,0.0459,-1.7861,0.0,0.0,0.4584,29.46,0.0,36.0,1068.72
18373.9891,-0.19,0.0459,-3.746,0.0,0.0,0.4584,25.0,0.0,36.0,1068.53
18373.9891,-0.192,0.042,4.4089,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18373.9891,-0.182,0.0344,-2.6737,0.0,0.0,0.4584,25.0,0.0,36.0,1068.76
18373.9891,-0.178,0.0306,-2.7099,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18374.032,-0.174,0.0229,-2.6954,0.0,0.0,0.3373,25.0,0.0,36.0,1069.1
18374.032,-0.166,0.0267,-3.6989,0.0,0.0,0.3373,25.0,0.0,36.0,1068.94
18374.032,-0.2179,0.0229,-4.7894,0.0,0.0,0.3373,25.0,0.0,36.0,1068.94
18374.032,-0.184,0.0229,-3.4671,0.0,0.0,0.3373,25.0,0.0,36.0,1069.04
18374.032,-0.168,0.0191,-1.4419,0.0,0.0,0.3373,25.0,0.0,36.0,1069.06
18374.0886,-0.178,0.0153,-2.0361,0.0,0.0,0.3373,25.0,0.0,36.0,1069.09
18374.0886,-0.16,0.0191,2.5649,0.0,0.0,0.3373,25.0,0.0,36.0,1068.75
18374.0886,-0.1999,0.0191,-2.8295,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.0886,-0.156,0.0153,-2.6845,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18374.0886,-0.162,0.0153,1.3585,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18374.1411,-0.156,0.0153,-1.2246,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.1411,-0.176,0.0153,-1.3514,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.1411,-0.176,0.0191,-1.9672,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.1411,-0.186,0.0153,-1.3151,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.1411,-0.156,0.0191,-3.2171,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.1964,-0.142,0.0153,0.6702,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18374.1964,-0.156,0.0191,0.96,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.1964,-0.178,0.0191,-0.1776,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18374.1964,-0.186,0.0153,-0.6159,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18374.1998,-0.146,0.0153,-1.4637,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18374.2385,-0.154,0.0153,-3.1591,0.0,0.0,0.3373,25.0,0.0,36.0,1068.75
18374.2385,-0.168,0.0191,0.6448,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18374.2385,-0.142,0.0229,-0.4891,0.0,0.0,0.3373,25.0,0.0,36.0,1068.8
18374.2385,-0.148,0.0191,-0.1957,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.2385,-0.162,0.0229,3.1808,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18374.2905,-0.156,0.0267,1.1049,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18374.2905,-0.154,0.0267,-2.3476,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.2905,-0.15,0.0267,0.3622,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18374.2905,-0.13,0.0267,-2.92,0.0,0.0,0.3373,29.46,0.0,36.0,1068.79
18374.2905,-0.144,0.0306,-1.4492,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18374.3298,-0.162,0.0229,-0.1884,0.0,0.0,0.3373,25.0,0.0,36.0,1068.74
18374.3298,-0.184,0.0229,-1.6013,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18374.3298,-0.198,0.0229,-3.0613,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.3298,-0.18,0.0306,-0.8514,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18374.3298,-0.178,0.0229,-3.9235,0.0,0.0,0.3373,25.0,0.0,36.0,1068.73
18374.3857,-0.188,0.0229,-2.286,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.3857,-0.162,0.0229,0.1231,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.3857,-0.176,0.0267,-2.402,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18374.3857,-0.194,0.0229,-0.6485,0.0,0.0,0.3373,25.0,0.0,36.0,1068.75
18374.3857,-0.174,0.0229,-4.2097,0.0,0.0,0.3373,25.0,0.0,36.0,1068.62
18374.4237,-0.18,0.0229,-3.4997,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.4237,-0.156,0.0267,0.6847,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.4237,-0.16,0.0229,-1.6376,0.0,0.0,0.3373,25.0,0.0,36.0,1068.81
18374.4237,-0.144,0.0191,-5.1263,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18374.4237,-0.194,0.0229,0.7499,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.4883,-0.198,0.0267,-2.7353,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.4883,-0.17,0.0267,-1.4818,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18374.4883,-0.178,0.0267,0.7571,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.4883,-0.172,0.0267,2.1084,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18374.4883,-0.126,0.0267,-4.6082,0.0,0.0,0.3373,29.46,0.0,36.0,1068.68
18374.5326,-0.148,0.0267,-2.0035,0.0,0.0,0.3373,25.0,0.0,36.0,1068.52
18374.5326,-0.16,0.0306,0.5905,0.0,0.0,0.4584,25.0,0.0,36.0,1068.88
18374.5326,-0.146,0.0344,-1.0543,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18374.5326,-0.126,0.0267,0.5796,0.0,0.0,0.3373,29.46,0.0,36.0,1068.71
18374.5326,-0.184,0.0306,-1.076,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18374.5772,-0.15,0.0306,-5.3908,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.5772,-0.128,0.0306,-0.4493,0.0,0.0,0.4584,29.46,0.0,36.0,1068.54
18374.5772,-0.2319,0.0306,-4.0721,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.5772,-0.148,0.0306,-3.6554,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.5772,-0.168,0.0306,-0.3007,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18374.6299,-0.166,0.0306,-1.3332,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18374.6299,-0.196,0.0306,-0.2138,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18374.6299,-0.16,0.0306,0.6919,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18374.6299,-0.174,0.0344,-0.4601,0.0,0.0,0.4584,25.0,0.0,36.0,1068.62
18374.6299,-0.17,0.0382,-3.083,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.684,-0.152,0.0344,1.786,0.0,0.0,0.4584,25.0,0.0,36.0,1068.6
18374.684,-0.13,0.0382,-0.9782,0.0,0.0,0.4584,29.46,0.0,36.0,1068.7
18374.684,-0.15,0.042,-0.5398,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.684,-0.2079,0.042,-0.4167,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.684,-0.164,0.0382,-0.2573,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18374.7332,-0.126,0.0382,-2.123,0.0,0.0,0.4584,29.46,0.0,36.0,1068.7
18374.7332,-0.14,0.0344,-3.4743,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18374.7332,-0.144,0.0306,-3.3403,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18374.7332,-0.152,0.0267,-3.2895,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18374.7332,-0.146,0.0306,-1.4782,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18374.7914,-0.146,0.0306,-3.6772,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18374.7914,-0.172,0.0267,-1.4202,0.0,0.0,0.3373,25.0,0.0,36.0,1068.69
18374.7914,-0.18,0.0229,0.0108,0.0,0.0,0.3373,25.0,0.0,36.0,1068.58
18374.7914,-0.174,0.0306,-1.989,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18374.7914,-0.196,0.0306,-0.4203,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18374.843,-0.172,0.0267,-2.065,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18374.8458,-0.182,0.0344,-3.6699,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18374.8458,-0.19,0.0267,1.2607,0.0,0.0,0.3373,25.0,0.0,36.0,1068.71
18374.8458,-0.1999,0.0229,-3.0867,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18374.8458,-0.168,0.0229,-4.0467,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18374.8839,-0.152,0.0267,2.7641,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18374.8839,-0.152,0.0306,-4.2786,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18374.8839,-0.178,0.0306,-2.6483,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18374.8839,-0.142,0.0344,-2.0904,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18374.8839,-0.148,0.0382,-3.333,0.0,0.0,0.4584,25.0,0.0,36.0,1069.2
18374.9383,-0.126,0.042,-3.2714,0.0,0.0,0.4584,29.46,0.0,36.0,1068.64
18374.9383,-0.146,0.0382,-1.931,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18374.9383,-0.142,0.0382,-2.2788,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18374.9383,-0.134,0.0344,-2.1882,0.0,0.0,0.4584,29.46,0.0,36.0,1068.65
18374.9383,-0.12,0.0382,-0.0471,0.0,0.0,0.4584,29.46,0.0,36.0,1068.65
18374.9828,-0.198,0.042,-2.9019,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18374.9838,-0.178,0.042,-3.6192,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18374.9838,-0.184,0.0306,-0.1522,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18374.9838,-0.162,0.0267,-1.3477,0.0,0.0,0.3373,25.0,0.0,36.0,1068.75
18374.9838,-0.18,0.0267,-0.7319,0.0,0.0,0.3373,25.0,0.0,36.0,1069.09
18375.0303,-0.156,0.0344,2.3693,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18375.0303,-0.188,0.0306,0.4999,0.0,0.0,0.4584,25.0,0.0,36.0,1068.98
18375.0303,-0.166,0.0267,-0.779,0.0,0.0,0.3373,25.0,0.0,36.0,1068.94
18375.0303,-0.188,0.0306,2.0613,0.0,0.0,0.4584,25.0,0.0,36.0,1069.05
18375.0838,-0.152,0.0306,-2.891,0.0,0.0,0.4584,25.0,0.0,36.0,1069.12
18375.0838,-0.168,0.0306,-1.1014,0.0,0.0,0.4584,25.0,0.0,36.0,1069.08
18375.0838,-0.2059,0.0344,-2.3512,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18375.0838,-0.13,0.0344,-2.3512,0.0,0.0,0.4584,29.46,0.0,36.0,1068.79
18375.0838,-0.16,0.0306,-1.5325,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.1222,-0.136,0.0344,-2.6628,0.0,0.0,0.4584,29.46,0.0,36.0,1068.8
18375.1254,-0.134,0.0344,0.2608,0.0,0.0,0.4584,29.46,0.0,36.0,1068.8
18375.1328,-0.148,0.0306,-1.3151,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.1328,-0.2159,0.0306,0.1159,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.1328,-0.132,0.0382,0.4818,0.0,0.0,0.4584,29.46,0.0,36.0,1068.73
18375.1882,-0.176,0.0382,-3.9054,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.1882,-0.2079,0.042,-3.5178,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.1882,-0.166,0.042,-2.5976,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.1882,-0.2119,0.042,-3.4924,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.1882,-0.178,0.0497,0.71,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18375.2228,-0.156,0.0535,-2.1629,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.2273,-0.144,0.0535,0.3296,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.2283,-0.168,0.0535,-0.1921,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.2283,-0.14,0.0497,-0.4022,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18375.2304,-0.146,0.0535,-3.8149,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.2825,-0.16,0.0535,0.6521,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.2825,-0.168,0.0535,-2.4708,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.284,-0.15,0.0459,-0.9275,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18375.284,-0.17,0.042,-1.2644,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18375.284,-0.174,0.042,0.297,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.3328,-0.2039,0.042,-5.3038,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18375.3328,-0.168,0.0382,-2.67,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.3328,-0.188,0.0344,-1.8549,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18375.3328,-0.164,0.0306,-4.9669,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18375.3328,-0.122,0.0344,2.6772,0.0,0.0,0.4584,29.46,0.0,36.0,1068.65
18375.3814,-0.162,0.042,-1.5397,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.3842,-0.168,0.042,-0.5435,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18375.3923,-0.182,0.0382,-0.3116,0.0,0.0,0.4584,25.0,0.0,36.0,1068.62
18375.3923,-0.156,0.0344,-1.6376,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18375.3923,-0.158,0.0306,0.0108,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.4121,-0.15,0.0267,1.9309,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18375.4146,-0.114,0.0306,0.326,0.0,0.0,0.4584,29.46,0.0,36.0,1068.69
18375.4146,-0.144,0.0267,-6.0574,0.0,0.0,0.3373,25.0,0.0,36.0,1068.72
18375.4146,-0.136,0.0267,-0.9855,0.0,0.0,0.3373,29.46,0.0,36.0,1068.59
18375.4146,-0.138,0.0229,-4.7966,0.0,0.0,0.3373,25.0,0.0,36.0,1068.68
18375.4657,-0.186,0.0229,-3.0396,0.0,0.0,0.3373,25.0,0.0,36.0,1068.7
18375.4657,-0.146,0.0267,-1.7535,0.0,0.0,0.3373,25.0,0.0,36.0,1068.79
18375.4657,-0.134,0.0267,2.3765,0.0,0.0,0.3373,29.46,0.0,36.0,1068.68
18375.4657,-0.142,0.0306,-0.3261,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18375.4657,-0.172,0.0229,-0.8297,0.0,0.0,0.3373,25.0,0.0,36.0,1068.78
18375.5215,-0.18,0.0306,-2.1629,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18375.5215,-0.166,0.0344,-3.0758,0.0,0.0,0.4584,25.0,0.0,36.0,1068.52
18375.5215,-0.156,0.0459,-2.1013,0.0,0.0,0.4584,25.0,0.0,36.0,1068.87
18375.5215,-0.152,0.0535,-3.8583,0.0,0.0,0.4584,25.0,0.0,36.0,1068.85
18375.5215,-0.14,0.0535,-4.4887,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18375.5612,-0.148,0.0535,0.3405,0.0,0.0,0.4584,25.0,0.0,36.0,1068.68
18375.5612,-0.124,0.0535,-1.5108,0.0,0.0,0.4584,29.46,0.0,36.0,1068.79
18375.5612,-0.162,0.0535,-0.721,0.0,0.0,0.4584,25.0,0.0,36.0,1068.54
18375.5612,-0.136,0.0535,-1.5325,0.0,0.0,0.4584,29.46,0.0,36.0,1068.79
18375.5612,-0.146,0.0573,-3.4743,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18375.6234,-0.162,0.0573,-1.5542,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.6234,-0.156,0.0573,-3.7678,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18375.6234,-0.19,0.0573,-0.4167,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.6234,-0.178,0.0535,-0.5652,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.6234,-0.136,0.0497,1.4998,0.0,0.0,0.4584,29.46,0.0,36.0,1068.79
18375.6714,-0.158,0.0497,-1.3332,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.6714,-0.168,0.0497,0.2753,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18375.6714,-0.122,0.042,-2.786,0.0,0.0,0.4584,29.46,0.0,36.0,1068.62
18375.6714,-0.2239,0.0459,-0.8623,0.0,0.0,0.4584,25.0,0.0,36.0,1068.78
18375.6714,-0.128,0.0459,-0.1486,0.0,0.0,0.4584,29.46,0.0,36.0,1068.78
18375.7197,-0.104,0.042,-0.3261,0.0,0.0,0.4584,29.46,0.0,36.0,1068.7
18375.7197,-0.14,0.042,-2.3331,0.0,0.0,0.4584,25.0,0.0,36.0,1068.62
18375.7197,-0.15,0.0459,0.8441,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18375.7197,-0.2199,0.0382,-1.2209,0.0,0.0,0.4584,25.0,0.0,36.0,1068.96
18375.7197,-0.178,0.042,-3.4707,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18375.7771,-0.146,0.0459,0.6774,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.7771,-0.16,0.0535,-1.8585,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18375.7771,-0.162,0.0497,-0.9565,0.0,0.0,0.4584,25.0,0.0,36.0,1068.58
18375.7808,-0.122,0.0497,-1.7426,0.0,0.0,0.4584,29.46,0.0,36.0,1068.72
18375.7808,-0.128,0.0459,-0.6594,0.0,0.0,0.4584,29.46,0.0,36.0,1068.58
18375.8273,-0.142,0.042,0.3188,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18375.8273,-0.14,0.042,-5.5574,0.0,0.0,0.4584,25.0,0.0,36.0,1068.58
18375.8273,-0.166,0.0459,-2.3766,0.0,0.0,0.4584,25.0,0.0,36.0,1068.66
18375.8273,-0.146,0.0497,-3.9851,0.0,0.0,0.4584,25.0,0.0,36.0,1068.7
18375.8273,-0.132,0.0497,-1.6484,0.0,0.0,0.4584,29.46,0.0,36.0,1068.69
18375.874,-0.152,0.0573,0.0036,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18375.874,-0.136,0.0612,0.8151,0.0,0.0,0.4584,29.46,0.0,36.0,1068.68
18375.874,-0.174,0.065,-1.7716,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.874,-0.178,0.0612,-2.0216,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18375.874,-0.172,0.0612,0.0833,0.0,0.0,0.4584,25.0,0.0,36.0,1068.55
18375.9168,-0.152,0.0573,-3.1157,0.0,0.0,0.4584,25.0,0.0,36.0,1069.2
18375.9168,-0.16,0.0612,-1.547,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18375.9168,-0.174,0.0612,-3.0867,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18375.9168,-0.15,0.0573,-4.6843,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18375.9168,-0.176,0.0573,0.6665,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18375.9893,-0.192,0.0535,-2.1955,0.0,0.0,0.4584,25.0,0.0,36.0,1068.64
18375.9893,-0.156,0.0535,-1.239,0.0,0.0,0.4584,25.0,0.0,36.0,1068.57
18375.9893,-0.152,0.0497,-0.4058,0.0,0.0,0.4584,25.0,0.0,36.0,1068.54
18375.9893,-0.15,0.0535,-5.2386,0.0,0.0,0.4584,25.0,0.0,36.0,1068.67
18375.9893,-0.168,0.0497,1.4781,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18376.0207,-0.138,0.0497,1.1085,0.0,0.0,0.4584,25.0,0.0,36.0,1069.07
18376.0207,-0.164,0.0497,-0.9057,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18376.0207,-0.162,0.0535,-4.9959,0.0,0.0,0.4584,25.0,0.0,36.0,1068.94
18376.0207,-0.134,0.0573,-3.4272,0.0,0.0,0.4584,29.46,0.0,36.0,1068.94
18376.0207,-0.5932,0.065,-2.1629,0.0,0.0,0.4584,20.13,0.0,36.0,1069.08
18376.0673,-0.174,0.0612,0.1267,0.0,0.0,0.4584,25.0,0.0,36.0,1069.06
18376.0683,-0.2479,0.065,-1.3477,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18376.0683,-0.184,0.0726,0.6665,0.0,0.0,0.4584,25.0,0.0,36.0,1068.62
18376.0683,-0.188,0.0688,-0.3189,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18376.0683,-0.186,0.0726,-2.0578,0.0,0.0,0.4584,25.0,0.0,36.0,1068.69
18376.116,-0.176,0.0688,0.681,0.0,0.0,0.4584,25.0,0.0,36.0,1068.81
18376.116,-0.168,0.065,-0.3913,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18376.116,-0.188,0.0688,-2.4672,0.0,0.0,0.4584,25.0,0.0,36.0,1068.72
18376.116,-0.184,0.0726,1.0542,0.0,0.0,0.4584,25.0,0.0,36.0,1068.73
18376.116,-0.18,0.0726,-0.9855,0.0,0.0,0.4584,25.0,0.0,36.0,1068.75
18376.1671,-0.158,0.0688,-0.9673,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18376.1671,-0.16,0.065,-1.7136,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18376.1671,-0.134,0.0688,-7.5862,0.0,0.0,0.4584,29.46,0.0,36.0,1068.79
18376.1671,-0.142,0.065,-3.2569,0.0,0.0,0.4584,25.0,0.0,36.0,1068.79
18376.1671,-0.166,0.0612,1.2027,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18376.2351,-0.142,0.065,-1.3477,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18376.2351,-0.192,0.0612,-6.1479,0.0,0.0,0.4584,25.0,0.0,36.0,1068.71
18376.2351,-0.2159,0.0612,-5.1698,0.0,0.0,0.4584,25.0,0.0,36.0,1068.65
18376.2351,-0.162,0.0612,-0.8985,0.0,0.0,0.4584,25.0,0.0,36.0,1068.8
18376.2351,-0.184,0.0612,-4.2931,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
18376.269,-0.182,0.0612,-3.6011,0.0,0.0,0.4584,25.0,0.0,36.0,1068.74
