timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1774177696509,11640272.0000,804.0000,11256.0000,796.0000,10991.0000
1774177696536,11638669.0000,803.0000,10859.0000,803.0000,10008.0000
1774177696536,11641731.0000,802.0000,11116.0000,780.0000,10802.0000
1774177696536,11642377.0000,802.0000,11179.0000,780.0000,10840.0000
1774177696551,11641679.0000,803.0000,11061.0000,783.0000,11142.0000
1774177696563,11641334.0000,802.0000,11057.0000,818.0000,10754.0000
1774177696577,11640528.0000,803.0000,11243.0000,788.0000,11434.0000
1774177696593,11644659.0000,804.0000,11031.0000,821.0000,11240.0000
1774177696593,11642079.0000,805.0000,11352.0000,817.0000,11815.0000
1774177696610,11641264.0000,805.0000,11152.0000,803.0000,11851.0000
1774177696627,11640917.0000,806.0000,10926.0000,806.0000,10696.0000
1774177696629,11640627.0000,805.0000,11327.0000,816.0000,11213.0000
1774177696661,11640172.0000,804.0000,11076.0000,801.0000,11285.0000
1774177696677,11640849.0000,803.0000,10985.0000,791.0000,11126.0000
1774177696677,11643326.0000,805.0000,11213.0000,814.0000,11052.0000
1774177696692,11641905.0000,805.0000,10762.0000,799.0000,10032.0000
1774177696706,11641138.0000,804.0000,11209.0000,807.0000,11421.0000
1774177696712,11641931.0000,805.0000,11270.0000,804.0000,11222.0000
1774177696734,11648430.0000,806.0000,10830.0000,811.0000,10595.0000
1774177696740,11642319.0000,805.0000,10967.0000,813.0000,10661.0000
1774177696754,11642589.0000,807.0000,10905.0000,806.0000,11176.0000
1774177696768,11641573.0000,806.0000,10810.0000,817.0000,10575.0000
1774177696779,11642677.0000,806.0000,11090.0000,810.0000,11414.0000
1774177696817,11642016.0000,806.0000,10854.0000,800.0000,11452.0000
1774177696819,11642182.0000,806.0000,11186.0000,801.0000,10839.0000
1774177696819,11642531.0000,807.0000,10842.0000,802.0000,10692.0000
1774177696831,11641485.0000,805.0000,10842.0000,783.0000,11098.0000
1774177696841,11640946.0000,806.0000,10917.0000,821.0000,10782.0000
1774177696851,11639940.0000,805.0000,11020.0000,816.0000,11140.0000
1774177696895,11642023.0000,805.0000,10899.0000,818.0000,11101.0000
1774177696895,11643368.0000,806.0000,11021.0000,850.0000,10863.0000
1774177696895,11643742.0000,806.0000,10837.0000,805.0000,10873.0000
1774177696910,11644460.0000,806.0000,11091.0000,813.0000,11221.0000
1774177696927,11642675.0000,806.0000,11208.0000,812.0000,11088.0000
1774177696943,11642023.0000,806.0000,11505.0000,812.0000,11523.0000
1774177696946,11647474.0000,806.0000,11282.0000,832.0000,11615.0000
1774177696981,11643556.0000,805.0000,11099.0000,797.0000,10353.0000
1774177696981,11642281.0000,807.0000,11454.0000,807.0000,11890.0000
1774177696981,11642503.0000,806.0000,11416.0000,810.0000,11348.0000
1774177696994,11641252.0000,804.0000,11395.0000,799.0000,11731.0000
1774177697013,11642675.0000,803.0000,11398.0000,793.0000,11764.0000
1774177697029,11642405.0000,804.0000,11185.0000,799.0000,11048.0000
1774177697058,11642652.0000,804.0000,11188.0000,795.0000,10826.0000
1774177697058,11642751.0000,805.0000,11476.0000,801.0000,11933.0000
1774177697058,11642804.0000,805.0000,11393.0000,800.0000,11524.0000
1774177697074,11642182.0000,804.0000,11470.0000,798.0000,11711.0000
1774177697090,11649086.0000,805.0000,11512.0000,813.0000,11439.0000
1774177697106,11643221.0000,805.0000,11639.0000,808.0000,11774.0000
1774177697125,11643131.0000,805.0000,11589.0000,794.0000,11699.0000
1774177697125,11643037.0000,805.0000,11353.0000,813.0000,11664.0000
1774177697143,11644901.0000,805.0000,11416.0000,801.0000,11711.0000
1774177697154,11644880.0000,805.0000,11498.0000,776.0000,11468.0000
1774177697180,11643607.0000,806.0000,11347.0000,803.0000,11183.0000
1774177697194,11644824.0000,805.0000,11359.0000,811.0000,11339.0000
1774177697210,11644786.0000,803.0000,11215.0000,805.0000,11409.0000
1774177697217,11643649.0000,803.0000,11232.0000,808.0000,11730.0000
1774177697233,11644259.0000,803.0000,11403.0000,821.0000,11560.0000
1774177697233,11641550.0000,803.0000,11417.0000,801.0000,11146.0000
1774177697249,11641802.0000,804.0000,11460.0000,805.0000,11488.0000
1774177697265,11643388.0000,804.0000,11541.0000,788.0000,11509.0000
1774177697281,11643698.0000,803.0000,11583.0000,809.0000,11722.0000
1774177697297,11642285.0000,803.0000,11456.0000,806.0000,11568.0000
1774177697313,11642531.0000,804.0000,11635.0000,811.0000,11987.0000
1774177697329,11642769.0000,803.0000,11482.0000,795.0000,11399.0000
1774177697329,11641058.0000,804.0000,11550.0000,817.0000,11768.0000
1774177697346,11642329.0000,804.0000,11532.0000,830.0000,11934.0000
1774177697360,11643198.0000,804.0000,11423.0000,805.0000,11446.0000
1774177697376,11642531.0000,803.0000,11462.0000,809.0000,10951.0000
1774177697394,11643415.0000,804.0000,11444.0000,813.0000,11721.0000
1774177697409,11642637.0000,804.0000,11527.0000,819.0000,11980.0000
1774177697425,11643388.0000,804.0000,11486.0000,803.0000,12026.0000
1774177697442,11642729.0000,804.0000,11473.0000,819.0000,11244.0000
1774177697442,11642044.0000,802.0000,11499.0000,792.0000,11814.0000
1774177697458,11641603.0000,801.0000,11432.0000,794.0000,11717.0000
1774177697476,11643889.0000,802.0000,11494.0000,805.0000,10901.0000
1774177697490,11643455.0000,803.0000,11589.0000,804.0000,11488.0000
1774177697523,11643422.0000,803.0000,11476.0000,800.0000,11310.0000
1774177697523,11642454.0000,804.0000,11372.0000,802.0000,10863.0000
1774177697523,11643358.0000,805.0000,11474.0000,804.0000,11610.0000
1774177697538,11643258.0000,805.0000,11529.0000,806.0000,11400.0000
1774177697560,11646146.0000,805.0000,11501.0000,816.0000,11643.0000
1774177697570,11642886.0000,805.0000,11354.0000,798.0000,11665.0000
1774177697603,11642919.0000,806.0000,11296.0000,812.0000,11321.0000
1774177697603,11643670.0000,806.0000,11470.0000,804.0000,11275.0000
1774177697603,11644087.0000,806.0000,11370.0000,774.0000,11429.0000
1774177697619,11643258.0000,806.0000,11470.0000,805.0000,11631.0000
1774177697635,11641334.0000,806.0000,11439.0000,805.0000,11481.0000
1774177697652,11643435.0000,806.0000,11518.0000,805.0000,10994.0000
1774177697668,11642055.0000,805.0000,11398.0000,780.0000,10928.0000
1774177697668,11642423.0000,805.0000,11456.0000,819.0000,11624.0000
1774177697687,11643210.0000,805.0000,11380.0000,812.0000,11620.0000
1774177697700,11647369.0000,805.0000,11419.0000,805.0000,11459.0000
1774177697716,11644460.0000,805.0000,11402.0000,769.0000,11741.0000
1774177697735,11643935.0000,805.0000,11042.0000,814.0000,10353.0000
1774177697748,11644295.0000,805.0000,11307.0000,799.0000,11082.0000
1774177697748,11643947.0000,806.0000,11338.0000,808.0000,11409.0000
1774177697764,11643764.0000,806.0000,11344.0000,808.0000,11307.0000
1774177697783,11643615.0000,806.0000,11423.0000,809.0000,11072.0000
1774177697796,11645142.0000,805.0000,11243.0000,786.0000,10904.0000
1774177697827,11643986.0000,805.0000,11463.0000,811.0000,10912.0000
1774177697827,11642221.0000,804.0000,11499.0000,781.0000,11339.0000
1774177697827,11641565.0000,804.0000,11330.0000,792.0000,11500.0000
1774177697845,11642729.0000,804.0000,11570.0000,804.0000,11931.0000
1774177697860,11642844.0000,803.0000,11444.0000,812.0000,11418.0000
1774177697877,11643847.0000,804.0000,11389.0000,811.0000,11347.0000
1774177697893,11641870.0000,805.0000,11350.0000,818.0000,11410.0000
1774177697907,11644134.0000,806.0000,11306.0000,769.0000,11650.0000
1774177697907,11644837.0000,807.0000,11464.0000,806.0000,11715.0000
1774177697925,11642827.0000,806.0000,11396.0000,800.0000,11531.0000
1774177697939,11643556.0000,805.0000,11491.0000,800.0000,11182.0000
1774177697956,11641639.0000,805.0000,11469.0000,819.0000,11362.0000
