timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1774178998195,11128247.0000,884.0000,11221.0000,884.0000,11092.0000
1774178998195,11127348.0000,882.0000,10980.0000,886.0000,10762.0000
1774178998201,11127170.0000,884.0000,11101.0000,892.0000,10752.0000
1774178998226,11127745.0000,884.0000,10997.0000,889.0000,11020.0000
1774178998239,11127034.0000,885.0000,11056.0000,890.0000,11128.0000
1774178998251,11127301.0000,885.0000,11191.0000,880.0000,11110.0000
1774178998260,11128035.0000,885.0000,11026.0000,884.0000,11182.0000
1774178998260,11129100.0000,885.0000,10985.0000,877.0000,11087.0000
1774178998274,11127407.0000,885.0000,11025.0000,901.0000,10434.0000
1774178998295,11128305.0000,885.0000,10970.0000,883.0000,10827.0000
1774178998306,11128767.0000,885.0000,10750.0000,886.0000,10311.0000
1774178998338,11128480.0000,885.0000,10999.0000,887.0000,10663.0000
1774178998338,11129064.0000,884.0000,10901.0000,886.0000,10891.0000
1774178998338,11126858.0000,883.0000,10924.0000,845.0000,10739.0000
1774178998354,11129003.0000,885.0000,10924.0000,906.0000,10924.0000
1774178998370,11127052.0000,885.0000,10738.0000,892.0000,10527.0000
1774178998387,11128357.0000,885.0000,11023.0000,876.0000,10321.0000
1774178998420,11133893.0000,884.0000,10858.0000,887.0000,10553.0000
1774178998420,11126076.0000,885.0000,10901.0000,895.0000,10416.0000
1774178998420,11128958.0000,884.0000,11049.0000,897.0000,11216.0000
1774178998435,11127394.0000,885.0000,10985.0000,881.0000,11259.0000
1774178998455,11130251.0000,884.0000,10834.0000,874.0000,10222.0000
1774178998467,11128441.0000,883.0000,10715.0000,876.0000,10323.0000
1774178998483,11130495.0000,885.0000,10877.0000,888.0000,11249.0000
1774178998501,11131108.0000,884.0000,11135.0000,873.0000,11143.0000
1774178998516,11131295.0000,883.0000,10939.0000,864.0000,10660.0000
1774178998518,11129228.0000,883.0000,10999.0000,880.0000,11445.0000
1774178998534,11127530.0000,884.0000,11056.0000,886.0000,11699.0000
1774178998547,11128606.0000,884.0000,10935.0000,889.0000,11083.0000
1774178998563,11127177.0000,883.0000,11268.0000,899.0000,11277.0000
1774178998579,11128606.0000,882.0000,11119.0000,887.0000,11578.0000
1774178998595,11129975.0000,883.0000,10924.0000,882.0000,10554.0000
