t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,0.0,0.0,0.0,0.0,-5.0,11854363,25546,40460,0
0.0,0.0,0.0,0.0,0.0,-5.0,11845459,25442,29964,0
0.0,0.0,0.0,0.0,0.0,-5.0,11844993,25496,36591,0
0.03553,0.0,0.0,0.0,0.0,-5.0,11843392,25606,32988,0
0.03553,0.0,0.0,0.0,0.0,-5.0,11851595,25609,34898,0
0.03553,0.0,0.0,0.0,0.0,-5.0,11847649,25467,33037,0
0.06648,0.0063,0.0063,0.0,0.0,-5.0,11848598,25547,26767,0
0.06648,0.0063,0.0063,0.0,0.0,-5.0,11846082,25489,39574,0
0.06648,0.0063,0.0063,0.0,0.0,-5.0,11846721,25586,33907,0
0.09933,0.0063,0.0063,0.0,0.0,-5.0,11848705,25441,30508,0
0.09933,0.0063,0.0063,0.0,0.0,-5.0,11849039,25551,34943,0
0.09933,0.0063,0.0063,0.0,0.0,-5.0,11850573,25498,33790,0
0.13011,0.0063,0.0063,0.0,0.0,-5.0,11847523,25561,34971,0
0.13011,0.0063,0.0063,0.0,0.0,-5.0,11845328,25579,32546,0
0.13011,0.0063,0.0063,0.0,0.0,-5.0,11842741,25521,33099,0
0.16228,0.0063,0.0063,0.0,0.0,-5.0,11845168,25580,37470,0
0.16228,0.0063,0.0063,0.0,0.0,-5.0,11845484,25637,34302,0
0.16228,0.0063,0.0063,0.0,0.0,-5.0,11842091,25575,35170,0
0.17798,0.0063,0.0063,0.0,0.0,-5.0,11843551,25481,36575,0
0.17798,0.0063,0.0063,0.0,0.0,-5.0,11843816,25481,33635,0
0.17798,0.0063,0.0063,0.0,0.0,-5.0,11848085,25556,33723,0
0.20977,0.0063,0.0063,0.0,0.0,-5.0,11850045,25589,34441,0
0.20977,0.0063,0.0063,0.0,0.0,-5.0,11844204,25517,36290,0
0.20977,0.0063,0.0063,0.0,0.0,-5.0,11844526,25477,38002,0
0.24199,0.0063,0.0063,0.0,0.0,-5.0,11843742,25592,33410,0
0.24199,0.0063,0.0063,0.0,0.0,-5.0,11843222,25593,33802,0
0.24199,0.0063,0.0063,0.0,0.0,-5.0,11839293,25558,38093,0
0.27396,0.0719,0.0719,0.0,0.0,-5.0,11842531,25561,34367,0
0.27396,0.0719,0.0719,0.0,0.0,-5.0,11842012,25455,35058,0
0.27396,0.0719,0.0719,0.0,0.0,-5.0,11844307,25562,35648,0
0.31161,0.0719,0.0719,0.0,0.0,-5.0,11842299,25499,35702,0
0.31161,0.0719,0.0719,0.0,0.0,-5.0,11845731,25509,37817,0
0.31161,0.0719,0.0719,0.0,0.0,-5.0,11842741,25596,35955,0
0.32775,0.0719,0.0719,0.0,0.0,-5.0,11839486,25592,34792,0
0.32775,0.0719,0.0719,0.0,0.0,-5.0,11839785,25520,31936,0
0.32775,0.0719,0.0719,0.0,0.0,-5.0,11840305,25547,30798,0
0.35981,0.0719,0.0719,0.0,0.0,-5.0,11841446,25511,33850,0
0.35981,0.0719,0.0719,0.0,0.0,-5.0,11845937,25529,33619,0
0.35981,0.0719,0.0719,0.0,0.0,-5.0,11839418,25483,35553,0
0.3956,0.0719,0.0719,0.0,0.0,-5.0,11838305,25507,34405,0
0.3956,0.0719,0.0719,0.0,0.0,-5.0,11840508,25532,37030,0
0.3956,0.0719,0.0719,0.0,0.0,-5.0,11838219,25655,38971,0
0.42744,0.0719,0.0719,0.0,0.0,-5.0,11838036,25610,36834,0
0.42744,0.0719,0.0719,0.0,0.0,-5.0,11836615,25622,35588,0
0.42744,0.0719,0.0719,0.0,0.0,-5.0,11835935,25647,29007,0
0.45947,0.1938,0.1938,0.0,0.0,-5.0,11836524,25560,37668,0
0.45947,0.1938,0.1938,0.0,0.0,-5.0,11835657,25529,35562,0
0.45947,0.1938,0.1938,0.0,0.0,-5.0,11833283,25532,36315,0
0.48063,0.1938,0.1938,0.0,0.0,-5.0,11835628,25605,35657,0
0.48063,0.1938,0.1938,0.0,0.0,-5.0,11834524,25493,35206,0
0.48063,0.1938,0.1938,0.0,0.0,-5.0,11833684,25588,34968,0
0.5113,0.1938,0.1938,0.0,0.0,-5.0,11833509,25579,37282,0
0.5113,0.1938,0.1938,0.0,0.0,-5.0,11835489,25555,35819,0
0.5113,0.1938,0.1938,0.0,0.0,-5.0,11833747,25579,37007,0
