t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,0.0,0.0,0.0,0.0,-26.0,11853801,25494,32313,1
0.0,0.0,0.0,0.0,0.0,-26.0,11852561,25552,33005,1
0.0,0.0,0.0,0.0,0.0,-26.0,11849147,25385,30077,1
0.01614,0.0,0.0,0.0,0.0,-26.0,11854739,25424,37144,1
0.01614,0.0,0.0,0.0,0.0,-26.0,11852644,25475,34474,1
0.01614,0.0,0.0,0.0,0.0,-26.0,11852513,25483,35496,1
0.05363,0.0031,0.0031,0.0,0.0,-26.0,11846759,25483,31272,1
0.05363,0.0031,0.0031,0.0,0.0,-26.0,11852857,25518,36012,1
0.05363,0.0031,0.0031,0.0,0.0,-26.0,11846370,25542,36452,1
0.08117,0.0031,0.0031,0.0,0.0,-26.0,11854904,25536,35186,1
0.08117,0.0031,0.0031,0.0,0.0,-26.0,11847922,25559,34114,1
0.08117,0.0031,0.0031,0.0,0.0,-26.0,11853518,25520,32381,1
0.11101,0.0031,0.0031,0.0,0.0,-26.0,11852742,25522,29980,1
0.11101,0.0031,0.0031,0.0,0.0,-26.0,11848037,25418,37346,1
0.11101,0.0031,0.0031,0.0,0.0,-26.0,11854975,25562,33579,1
0.14651,0.0031,0.0031,0.0,0.0,-26.0,11846714,25465,36546,1
0.14651,0.0031,0.0031,0.0,0.0,-26.0,11851569,25542,35009,1
0.14651,0.0031,0.0031,0.0,0.0,-26.0,11846343,25458,31889,1
0.17648,0.0031,0.0031,0.0,0.0,-26.0,11854394,25526,36935,1
0.17648,0.0031,0.0031,0.0,0.0,-26.0,11854145,25457,27619,1
0.17648,0.0031,0.0031,0.0,0.0,-26.0,11847342,25467,38795,1
0.20922,0.0031,0.0031,0.0,0.0,-26.0,11849883,25568,35432,1
0.20922,0.0031,0.0031,0.0,0.0,-26.0,11844872,25517,35158,1
0.20922,0.0031,0.0031,0.0,0.0,-26.0,11853741,25581,35642,1
0.24314,0.0563,0.0563,0.0,0.0,-26.0,11844118,25442,32602,1
0.24314,0.0563,0.0563,0.0,0.0,-26.0,11852012,25393,35334,1
0.24314,0.0563,0.0563,0.0,0.0,-26.0,11844774,25450,35105,1
0.25682,0.0563,0.0563,0.0,0.0,-26.0,11847865,25513,29603,1
0.25682,0.0563,0.0563,0.0,0.0,-26.0,11852381,25479,37717,1
0.25682,0.0563,0.0563,0.0,0.0,-26.0,11845119,25485,33947,1
0.29192,0.0563,0.0563,0.0,0.0,-26.0,11847942,25471,33747,1
0.29192,0.0563,0.0563,0.0,0.0,-26.0,11847037,25352,36740,1
0.29192,0.0563,0.0563,0.0,0.0,-26.0,11841136,25425,35500,1
0.32233,0.0563,0.0563,0.0,0.0,-26.0,11852306,25505,36179,1
0.32233,0.0563,0.0563,0.0,0.0,-26.0,11841692,25577,35434,1
0.32283,0.0563,0.0563,0.0,0.0,-26.0,11847806,25516,37145,1
0.35325,0.0563,0.0563,0.0,0.0,-26.0,11843787,25532,36372,1
0.35325,0.0563,0.0563,0.0,0.0,-26.0,11844510,25472,35155,1
0.35325,0.0563,0.0563,0.0,0.0,-26.0,11842411,25598,33666,1
0.38663,0.0563,0.0563,0.0,0.0,-26.0,11841325,25545,32184,1
0.38663,0.0563,0.0563,0.0,0.0,-26.0,11846929,25504,36837,1
0.38663,0.0563,0.0563,0.0,0.0,-26.0,11839392,25552,30572,1
0.41892,0.0563,0.0563,0.0,0.0,-26.0,11842260,25489,36752,1
0.41892,0.0563,0.0563,0.0,0.0,-26.0,11837811,25478,32366,1
0.41892,0.0563,0.0563,0.0,0.0,-26.0,11840180,25481,33886,1
0.43752,0.0563,0.0563,0.0,0.0,-26.0,11843435,25483,37937,1
0.43752,0.0563,0.0563,0.0,0.0,-26.0,11844634,25534,31888,1
0.43752,0.0563,0.0563,0.0,0.0,-26.0,11838439,25431,31905,1
0.47208,0.1781,0.1781,0.0,0.0,-26.0,11836156,25536,31442,1
0.47208,0.1781,0.1781,0.0,0.0,-26.0,11838855,25445,37039,1
0.47208,0.1781,0.1781,0.0,0.0,-26.0,11837301,25555,31939,1
0.50307,0.1781,0.1781,0.0,0.0,-26.0,11840020,25530,32887,1
0.50307,0.1781,0.1781,0.0,0.0,-26.0,11837544,25431,32810,1
0.50307,0.1781,0.1781,0.0,0.0,-26.0,11834389,25519,36612,1
0.53488,0.1781,0.1781,0.0,0.0,-26.0,11837022,25496,37917,1
0.53488,0.1781,0.1781,0.0,0.0,-26.0,11834757,25563,37819,1
0.53488,0.1781,0.1781,0.0,0.0,-26.0,11838546,25491,30396,1
0.5727,0.1781,0.1781,0.0,0.0,-26.0,11833747,25570,34433,1
0.5727,0.1781,0.1781,0.0,0.0,-26.0,11833582,25632,34167,1
0.5727,0.1781,0.1781,0.0,0.0,-26.0,11834469,25628,32129,1
0.58972,0.1781,0.1781,0.0,0.0,-26.0,11830889,25453,34463,1
0.58972,0.1781,0.1781,0.0,0.0,-26.0,11835981,25496,36419,1
