t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,0.0,0.0,0.0,0.0,-24.0,11849797,25582,34531,1
0.0,0.0,0.0,0.0,0.0,-24.0,11855102,25431,37453,1
0.0,0.0,0.0,0.0,0.0,-24.0,11852502,25494,30406,1
0.03283,0.0,0.0,0.0,0.0,-24.0,11854363,25406,35416,1
0.03283,0.0,0.0,0.0,0.0,-24.0,11852273,25503,30945,1
0.03283,0.0,0.0,0.0,0.0,-24.0,11852488,25489,32445,1
0.06341,0.0,0.0,0.0,0.0,-24.0,11853611,25422,31059,1
0.06341,0.0,0.0,0.0,0.0,-24.0,11852357,25464,32231,1
0.06341,0.0,0.0,0.0,0.0,-24.0,11853468,25550,34470,1
0.09529,0.0063,0.0063,0.0,0.0,-24.0,11851585,25441,30891,1
0.09529,0.0063,0.0063,0.0,0.0,-24.0,11852424,25576,34891,1
0.09529,0.0063,0.0063,0.0,0.0,-24.0,11850225,25448,33592,1
0.13172,0.0063,0.0063,0.0,0.0,-24.0,11852807,25570,28609,1
0.13172,0.0063,0.0063,0.0,0.0,-24.0,11854087,25479,36298,1
0.13172,0.0063,0.0063,0.0,0.0,-24.0,11852366,25533,37210,1
0.14772,0.0063,0.0063,0.0,0.0,-24.0,11850847,25492,36431,1
0.14772,0.0063,0.0063,0.0,0.0,-24.0,11853285,25519,38983,1
0.14772,0.0063,0.0063,0.0,0.0,-24.0,11851667,25539,37003,1
0.18444,0.0063,0.0063,0.0,0.0,-24.0,11855899,25591,34807,1
0.18444,0.0063,0.0063,0.0,0.0,-24.0,11851110,25489,36489,1
0.18444,0.0063,0.0063,0.0,0.0,-24.0,11854266,25504,35458,1
0.21602,0.0063,0.0063,0.0,0.0,-24.0,11853268,25469,30677,1
0.21602,0.0063,0.0063,0.0,0.0,-24.0,11851455,25540,33144,1
0.21602,0.0063,0.0063,0.0,0.0,-24.0,11853774,25530,33795,1
0.23889,0.0063,0.0063,0.0,0.0,-24.0,11852162,25514,36288,1
0.23889,0.0063,0.0063,0.0,0.0,-24.0,11852748,25425,34177,1
