t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,0.0,0.0,0.0,0.0,0.0,11847921,25531,35155,0
0.03166,0.0,0.0,0.0,0.0,0.0,11849061,25608,35616,0
0.03166,0.0,0.0,0.0,0.0,0.0,11846501,25547,30577,0
0.03166,0.0,0.0,0.0,0.0,0.0,11849601,25549,32094,0
0.06536,0.0,0.0,0.0,0.0,0.0,11848549,25510,34641,0
0.06536,0.0,0.0,0.0,0.0,0.0,11846622,25575,34686,0
0.06536,0.0,0.0,0.0,0.0,0.0,11850847,25509,36286,0
0.09557,0.0,0.0,0.0,0.0,0.0,11854600,25604,30678,0
0.09557,0.0,0.0,0.0,0.0,0.0,11844614,25584,30850,0
0.09557,0.0,0.0,0.0,0.0,0.0,11852994,25588,33016,0
0.12759,0.0,0.0,0.0,0.0,0.0,11844713,25491,30871,0
0.12759,0.0,0.0,0.0,0.0,0.0,11844939,25559,31008,0
0.12759,0.0,0.0,0.0,0.0,0.0,11848255,25531,32634,0
0.16441,0.0,0.0,0.0,0.0,0.0,11854474,25469,32610,0
0.16441,0.0,0.0,0.0,0.0,0.0,11854210,25498,34727,0
0.16441,0.0,0.0,0.0,0.0,0.0,11852213,25437,34095,0
0.17588,0.0,0.0,0.0,0.0,0.0,11849805,25466,33680,0
0.17588,0.0,0.0,0.0,0.0,0.0,11845500,25549,33291,0
0.17588,0.0,0.0,0.0,0.0,0.0,11844766,25574,32946,0
0.2074,0.0312,0.0312,0.0,0.0,0.0,11842741,25567,32947,0
0.2074,0.0312,0.0312,0.0,0.0,0.0,11849226,25584,34123,0
0.2074,0.0312,0.0312,0.0,0.0,0.0,11845490,25641,35673,0
0.23927,0.0312,0.0312,0.0,0.0,0.0,11842091,25440,33882,0
0.23927,0.0312,0.0312,0.0,0.0,0.0,11845528,25517,34697,0
0.23927,0.0312,0.0312,0.0,0.0,0.0,11850847,25596,37302,0
