eps_act_pct,d_act_mm,dL_pct,dR_pct
5.0,22.65,2.61371883449828,2.7593775722180847
16.25,6.34,4.924860055537983,9.979226276800063
21.4167,34.48,13.62153419600627,12.484451201453195
16.27,22.33,9.826386779593266,9.585957707267953
21.5933,32.96,13.646526649033275,12.745078681856773
22.8433,5.62,7.528678504694697,13.649377060832823
12.5,19.73,7.273905785149126,7.556931760279073
15.0,33.22,9.488761675521618,9.069885940500921
17.5,15.54,10.100742386969896,10.66123152902442
22.6617,1.07,-6.279245423851776,13.748099591288723
18.75,2.03,-4.8121999702108065,11.645043703210128
16.25,8.36,6.311963792312425,10.06937639634696
17.5,3.01,-0.8789505019631827,10.810175204797554
8.75,2.45,-9.173236882303936,5.26790263787089
8.75,30.0,5.335576756993299,5.020969701720691
20.01,5.62,5.493887760910332,11.757853377297767
0.0,36.0,0.057877428858987834,0.17177720299326713
13.99,20.81,8.755268301101182,9.06075384524256
30.0,19.29,19.33161888219612,18.684226114083756
8.75,20.53,4.883967544610468,5.150315525418414
13.4633,34.48,8.767767274566651,8.219637885758289
10.4267,10.18,3.6010973713275884,6.106975734002014
12.86,25.37,7.932690764173067,7.994550516318834
5.0,13.16,1.1437377275505423,2.7201818680672596
7.5,24.83,4.321000745983938,4.166503351232705
17.5,32.8,11.243935978283082,10.919923176419864
12.0567,10.18,4.985994933964055,7.26400379094517
6.615,26.89,3.5739774741821773,3.587576756767429
4.12,23.85,2.0527378638921734,2.458191008351926
20.0,34.31,13.004396468767943,12.452475208717125
3.63,22.33,1.541372178432221,1.9211404426718266
5.0,10.97,0.5520898361418558,2.9827930858777876
3.75,21.6,1.7632974923268874,2.3870183827852465
18.75,25.82,11.845651729117268,11.484341316191745
7.5,26.96,4.409457142872575,4.193940344138283
20.755,32.96,13.225356165723024,12.456808892925544
24.515,28.41,15.475323571875599,14.324639169151185
28.75,1.19,0.4667098188971375,18.351428683416298
8.75,24.3,5.137335712402513,5.111119821267589
26.25,1.0,-3.1501525771618244,16.7600830948928
17.5,28.21,11.069864608973434,10.704346803590328
22.7033,31.44,14.855950767406112,14.225916638695283
10.0,34.29,6.202625332044298,6.479049896131384
2.5,36.0,1.4211543291303919,1.136675420373927
30.0,25.93,20.347429229521417,19.158860188923292
28.1517,22.33,17.87112844419203,17.27051947795526
8.015,14.74,3.7154675749116794,4.665626789345864
12.5,32.53,7.839663745976999,7.478540351977424
21.25,27.88,13.743568665827466,13.18151530592247
25.0,16.99,15.759056731464893,15.795868772782503
24.7233,32.96,16.467276810692823,15.438229312693744
21.4783,5.62,6.759196617696861,12.843801212312675
11.0317,8.66,3.099099268571215,6.490019152170909
7.5,25.25,4.38998385491467,4.413436287382902
10.0,25.38,5.992017708502417,5.859757770548348
15.6933,28.41,9.61197712508708,9.408257152447332
22.6517,2.59,0.5443359217800925,13.566450135249866
9.6517,7.14,0.2448956538703584,4.973641084368275
18.5217,14.74,10.265726126718256,11.023357750705866
21.25,33.66,13.806090974168828,13.122721749696234
