t_s,ldc_raw,r_raw,teng_raw,xa_mm,z_mm,dL_pct,dR_pct,eps_pred_pct,d_pred_mm,eps_act_pct,d_act_mm
59.077,11901991.0,25428.0,33524.0,0.597,0.0,0.7558,0.5007,3.309,9.3,0.995,36.0
59.0916,11900413.0,25464.0,34011.0,0.597,0.0,0.7825,0.643,3.4363,34.21,0.995,36.0
59.0916,11899469.0,25526.0,32558.0,0.597,0.0,0.7985,0.888,3.6657,33.91,0.995,36.0
59.0916,11902587.0,25412.0,34812.0,0.597,0.0,0.7457,0.4374,3.2539,8.41,0.995,36.0
59.1243,11899557.0,25485.0,34476.0,0.756,0.0,0.797,0.726,3.5125,34.03,1.26,36.0
59.1243,11901872.0,25416.0,35035.0,0.756,0.0,0.7578,0.4533,3.2676,8.47,1.26,36.0
59.1243,11896893.0,25476.0,33757.0,0.756,0.0,0.8422,0.6904,3.4797,34.45,1.26,36.0
59.156,11895601.0,25467.0,32576.0,0.756,0.0,0.8641,0.6548,3.4471,10.63,1.26,36.0
59.156,11895776.0,25592.0,34698.0,0.756,0.0,0.8611,1.1489,3.9247,32.95,1.26,36.0
59.156,11892446.0,25511.0,32368.0,0.756,0.0,0.9176,0.8287,3.609,33.55,1.26,36.0
59.1881,11894517.0,25566.0,33506.0,0.756,0.0,0.8825,1.0461,3.8208,33.53,1.26,36.0
59.1881,11892336.0,25583.0,32540.0,0.756,0.0,0.9195,1.1133,3.8885,33.51,1.26,36.0
59.1881,11889565.0,25455.0,33644.0,0.756,0.0,0.9665,0.6074,3.4041,7.91,1.26,36.0
59.2196,11888863.0,25529.0,34225.0,0.938,0.0,0.9784,0.8999,3.6772,34.55,1.5633,36.0
59.2196,11890670.0,25571.0,32658.0,0.938,0.0,0.9478,1.0659,3.8406,34.27,1.5633,36.0
59.2196,11888435.0,25541.0,34027.0,0.938,0.0,0.9857,0.9473,3.7232,34.34,1.5633,36.0
59.2515,11886493.0,25558.0,32557.0,0.938,0.0,1.0187,1.0145,3.7894,34.36,1.5633,36.0
59.2515,11884877.0,25555.0,32943.0,0.938,0.0,1.0462,1.0026,3.7776,34.43,1.5633,36.0
59.2515,11883690.0,25526.0,34394.0,0.938,0.0,1.0664,0.888,3.6657,34.65,1.5633,36.0
59.2836,11883700.0,25523.0,33297.0,0.938,0.0,1.0662,0.8762,3.6543,34.79,1.5633,36.0
59.2836,11883724.0,25591.0,34537.0,0.938,0.0,1.0658,1.1449,3.9206,34.55,1.5633,36.0
59.2836,11882083.0,25567.0,32950.0,0.938,0.0,1.0937,1.0501,3.8248,34.57,1.5633,36.0
59.3158,11878940.0,25576.0,32950.0,0.938,0.0,1.1472,1.0856,3.8605,34.62,1.5633,36.0
59.3158,11879817.0,25527.0,33178.0,0.938,0.0,1.1323,0.892,3.6695,9.95,1.5633,36.0
59.3158,11878407.0,25542.0,33673.0,0.938,0.0,1.1563,0.9513,3.7271,35.09,1.5633,36.0
59.3475,11876524.0,25602.0,33997.0,1.128,0.0,1.1884,1.1884,3.9652,34.87,1.88,36.0
59.3475,11879519.0,25632.0,32822.0,1.128,0.0,1.1374,1.307,4.0891,34.51,1.88,36.0
59.3475,11873049.0,25600.0,34117.0,1.128,0.0,1.2476,1.1805,3.9571,34.6,1.88,36.0
59.3642,11873716.0,25618.0,33412.0,1.128,0.0,1.2362,1.2516,4.0309,34.55,1.88,36.0
59.3642,11870438.0,25576.0,32881.0,1.128,0.0,1.2922,1.0856,3.8605,34.77,1.88,36.0
59.3642,11868216.0,25569.0,34306.0,1.128,0.0,1.3301,1.058,3.8327,9.36,1.88,36.0
59.3959,11869349.0,25577.0,33892.0,1.128,0.0,1.3107,1.0896,3.8645,10.75,1.88,36.0
59.3959,11867223.0,25670.0,33766.0,1.128,0.0,1.3471,1.4572,4.2506,34.2,1.88,36.0
59.3959,11867891.0,25635.0,34178.0,1.128,0.0,1.3356,1.3188,4.1017,34.35,1.88,36.0
59.428,11864179.0,25630.0,33606.0,1.128,0.0,1.3991,1.2991,4.0807,34.51,1.88,36.0
59.428,11863846.0,25640.0,32841.0,1.128,0.0,1.4048,1.3386,4.1227,34.58,1.88,36.0
59.428,11865465.0,25628.0,35523.0,1.128,0.0,1.3771,1.2912,4.0724,34.64,1.88,36.0
59.4603,11859051.0,25665.0,34061.0,1.344,0.0,1.4868,1.4374,4.2291,34.61,2.24,36.0
59.4603,11859046.0,25600.0,34764.0,1.344,0.0,1.4869,1.1805,3.9571,8.85,2.24,36.0
59.4603,11857196.0,25787.0,34058.0,1.344,0.0,1.5185,1.9196,4.7812,33.23,2.24,36.0
59.492,11852263.0,25658.0,33975.0,1.344,0.0,1.6031,1.4097,4.1991,33.9,2.24,36.0
59.492,11860049.0,25648.0,33386.0,1.344,0.0,1.4697,1.3702,4.1565,34.23,2.24,36.0
59.492,11857687.0,25622.0,32946.0,1.344,0.0,1.5101,1.2674,4.0475,10.25,2.24,36.0
59.524,11852054.0,25571.0,33705.0,1.344,0.0,1.6066,1.0659,3.8406,6.66,2.24,36.0
59.524,11852455.0,25675.0,33309.0,1.344,0.0,1.5998,1.4769,4.2723,34.72,2.24,36.0
59.524,11853125.0,25682.0,32793.0,1.344,0.0,1.5883,1.5046,4.3027,34.68,2.24,36.0
59.556,11853879.0,25630.0,33342.0,1.578,0.0,1.5754,1.2991,4.0807,9.52,2.63,36.0
59.556,11855194.0,25736.0,33075.0,1.578,0.0,1.5528,1.718,4.5437,33.93,2.63,36.0
59.556,11852366.0,25644.0,34157.0,1.578,0.0,1.6013,1.3544,4.1396,10.3,2.63,36.0
59.5719,11849175.0,25721.0,31915.0,1.578,0.0,1.656,1.6587,4.4757,34.34,2.63,36.0
59.5719,11852816.0,25733.0,33598.0,1.578,0.0,1.5936,1.7062,4.5301,34.23,2.63,36.0
59.5719,11848050.0,25660.0,33529.0,1.578,0.0,1.6753,1.4176,4.2076,10.05,2.63,36.0
59.6201,11847942.0,25702.0,31078.0,1.578,0.0,1.6772,1.5836,4.3908,34.61,2.63,36.0
59.6201,11843787.0,25690.0,33076.0,1.578,0.0,1.7485,1.5362,4.3378,34.73,2.63,36.0
59.6201,11843702.0,25715.0,33383.0,1.578,0.0,1.75,1.635,4.4487,34.7,2.63,36.0
59.6361,11843354.0,25788.0,32483.0,1.578,0.0,1.756,1.9235,4.7859,34.34,2.63,36.0
59.6361,11839343.0,25839.0,34329.0,1.578,0.0,1.8249,2.1251,5.0333,33.95,2.63,36.0
59.6361,11839988.0,25769.0,33055.0,1.578,0.0,1.8138,1.8484,4.6963,34.05,2.63,36.0
59.668,11835563.0,25776.0,32436.0,1.825,0.0,1.89,1.8761,4.7291,34.17,3.0417,36.0
59.668,11837147.0,25735.0,33063.0,1.825,0.0,1.8627,1.7141,4.5392,34.4,3.0417,36.0
59.668,11835173.0,25704.0,34143.0,1.825,0.0,1.8967,1.5915,4.3996,9.15,3.0417,36.0
59.7004,11831515.0,25718.0,33824.0,1.825,0.0,1.9597,1.6469,4.4622,9.07,3.0417,36.0
59.7004,11833759.0,25853.0,32910.0,1.825,0.0,1.921,2.1804,5.1029,33.48,3.0417,36.0
59.7004,11832505.0,25753.0,33675.0,1.825,0.0,1.9427,1.7852,4.6218,34.01,3.0417,36.0
59.7325,11828106.0,25861.0,32462.0,1.825,0.0,2.0185,2.2121,5.143,33.89,3.0417,36.0
59.7325,11827046.0,25784.0,33444.0,1.825,0.0,2.0368,1.9077,4.7669,34.23,3.0417,36.0
59.7325,11825652.0,25750.0,32869.0,1.825,0.0,2.0608,1.7733,4.6079,9.64,3.0417,36.0
59.7648,11824487.0,25877.0,34039.0,1.825,0.0,2.081,2.2753,5.2239,33.73,3.0417,36.0
59.7648,11824080.0,25885.0,33269.0,1.825,0.0,2.088,2.3069,5.2647,33.7,3.0417,36.0
59.7648,11820776.0,25826.0,32359.0,1.825,0.0,2.1451,2.0737,4.9693,34.07,3.0417,36.0
59.7977,11820265.0,25772.0,34282.0,2.094,0.0,2.1539,1.8603,4.7103,9.57,3.49,36.0
59.7977,11816872.0,25794.0,32865.0,2.094,0.0,2.2126,1.9473,4.8145,35.29,3.49,36.0
59.7977,11815943.0,25826.0,33144.0,2.094,0.0,2.2286,2.0737,4.9693,35.16,3.49,36.0
59.8134,11814457.0,25837.0,33757.0,2.094,0.0,2.2543,2.1172,5.0234,35.07,3.49,36.0
59.8134,11815749.0,25836.0,32099.0,2.094,0.0,2.232,2.1132,5.0185,34.99,3.49,36.0
59.8134,11811160.0,25922.0,31462.0,2.094,0.0,2.3114,2.4532,5.4567,34.62,3.49,36.0
59.8452,11807678.0,25862.0,34324.0,2.094,0.0,2.3718,2.216,5.148,34.81,3.49,36.0
59.8452,11809045.0,25961.0,33481.0,2.094,0.0,2.3481,2.6073,5.6646,34.35,3.49,36.0
59.8452,11809343.0,25874.0,32892.0,2.094,0.0,2.3429,2.2634,5.2087,34.55,3.49,36.0
59.8778,11807786.0,25884.0,32105.0,2.094,0.0,2.3699,2.303,5.2596,34.66,3.49,36.0
59.8778,11803424.0,25896.0,34012.0,2.094,0.0,2.4456,2.3504,5.3213,34.79,3.49,36.0
59.8778,11801663.0,25822.0,34470.0,2.094,0.0,2.4762,2.0579,4.9497,7.98,3.49,36.0
59.9104,11802609.0,25912.0,32972.0,2.388,0.0,2.4597,2.4136,5.4043,34.84,3.98,36.0
59.9104,11800077.0,25820.0,32584.0,2.388,0.0,2.5037,2.05,4.94,7.67,3.98,36.0
59.9104,11800620.0,25888.0,34397.0,2.388,0.0,2.4943,2.3188,5.2801,35.29,3.98,36.0
59.9412,11794201.0,25912.0,33162.0,2.388,0.0,2.6059,2.4136,5.4043,35.35,3.98,36.0
59.9412,11794719.0,26028.0,33250.0,2.388,0.0,2.5969,2.8721,6.0353,34.75,3.98,36.0
59.9412,11793666.0,25960.0,34821.0,2.388,0.0,2.6152,2.6033,5.6592,34.8,3.98,36.0
59.9728,11791223.0,25895.0,35141.0,2.388,0.0,2.6577,2.3464,5.3161,35.22,3.98,36.0
59.9728,11789856.0,25929.0,33498.0,2.388,0.0,2.6815,2.4808,5.4936,35.35,3.98,36.0
59.9728,11789395.0,26009.0,32500.0,2.388,0.0,2.6896,2.797,5.9285,35.03,3.98,36.0
60.0053,11784897.0,25914.0,33272.0,2.691,0.0,2.768,2.4215,5.4148,9.02,4.485,36.0
60.0053,11783589.0,25975.0,33526.0,2.691,0.0,2.7908,2.6626,5.7407,35.43,4.485,36.0
60.0053,11781895.0,25978.0,34939.0,2.691,0.0,2.8203,2.6745,5.7571,35.47,4.485,36.0
60.0373,11781820.0,25951.0,32348.0,2.691,0.0,2.8216,2.5678,5.6108,35.61,4.485,36.0
60.0373,11781591.0,26045.0,34030.0,2.691,0.0,2.8256,2.9393,6.132,35.24,4.485,36.0
60.0387,11777478.0,26072.0,35279.0,2.691,0.0,2.8975,3.046,6.2879,34.99,4.485,36.0
60.0686,11776094.0,25980.0,34375.0,2.691,0.0,2.9217,2.6824,5.768,35.34,4.485,36.0
60.0686,11774084.0,26126.0,34094.0,2.691,0.0,2.9568,3.2594,6.6079,34.85,4.485,36.0
60.0686,11773199.0,26009.0,33629.0,2.691,0.0,2.9723,2.797,5.9285,35.2,4.485,36.0
60.1017,11768930.0,25982.0,34526.0,2.691,0.0,3.047,2.6903,5.779,8.99,4.485,36.0
60.1017,11767618.0,26020.0,36181.0,2.691,0.0,3.07,2.8405,5.9901,35.95,4.485,36.0
60.1017,11768059.0,26084.0,34282.0,2.691,0.0,3.0623,3.0934,6.3581,35.64,4.485,36.0
60.1173,11765265.0,26091.0,33967.0,2.997,0.0,3.1112,3.1211,6.3992,35.5,4.995,36.0
60.1173,11763874.0,26038.0,32101.0,2.997,0.0,3.1356,2.9116,6.0921,35.69,4.995,36.0
60.1173,11761105.0,25956.0,32175.0,2.997,0.0,3.1842,2.5875,5.6377,6.76,4.995,36.0
60.1479,11764608.0,26124.0,34289.0,2.997,0.0,3.1227,3.2515,6.5958,34.9,4.995,36.0
60.1479,11757525.0,26129.0,33204.0,2.997,0.0,3.247,3.2713,6.626,35.08,4.995,36.0
60.1479,11756018.0,26061.0,33635.0,2.997,0.0,3.2735,3.0025,6.2241,35.52,4.995,36.0
60.1802,11753857.0,26003.0,32655.0,2.997,0.0,3.3115,2.7733,5.895,7.24,4.995,36.0
60.1802,11754025.0,26154.0,32792.0,2.997,0.0,3.3085,3.3701,6.7781,35.27,4.995,36.0
60.1802,11751597.0,26033.0,33514.0,2.997,0.0,3.3512,2.8919,6.0636,7.92,4.995,36.0
60.2122,11747095.0,26119.0,33130.0,2.997,0.0,3.4304,3.2318,6.5658,36.08,4.995,36.0
60.2122,11747028.0,26177.0,33143.0,2.997,0.0,3.4316,3.461,6.92,35.83,4.995,36.0
60.2122,11744340.0,26022.0,33118.0,2.997,0.0,3.479,2.8484,6.0014,6.6,4.995,36.0
60.2451,11745094.0,26180.0,33204.0,3.331,0.0,3.4657,3.4729,6.9387,35.54,5.5517,36.0
60.2451,11741430.0,26123.0,34238.0,3.331,0.0,3.5303,3.2476,6.5898,35.85,5.5517,36.0
60.2451,11738538.0,26168.0,32774.0,3.331,0.0,3.5813,3.4254,6.8642,35.92,5.5517,36.0
60.2762,11735867.0,26139.0,33061.0,3.331,0.0,3.6284,3.3108,6.6865,36.12,5.5517,36.0
60.2762,11735453.0,26213.0,34628.0,3.331,0.0,3.6358,3.6033,7.1461,35.97,5.5517,36.0
60.2762,11733781.0,26134.0,34056.0,3.331,0.0,3.6653,3.2911,6.6562,36.2,5.5517,36.0
60.3086,11733866.0,26213.0,31650.0,3.331,0.0,3.6638,3.6033,7.1461,36.05,5.5517,36.0
60.3086,11728937.0,26199.0,31334.0,3.331,0.0,3.7509,3.548,7.0576,36.11,5.5517,36.0
60.3086,11727984.0,26187.0,31640.0,3.331,0.0,3.7678,3.5005,6.9823,36.21,5.5517,36.0
60.3248,11725819.0,26151.0,31542.0,3.331,0.0,3.8061,3.3582,6.7597,8.18,5.5517,36.0
60.3248,11724298.0,26191.0,33914.0,3.331,0.0,3.8331,3.5163,7.0074,36.46,5.5517,36.0
60.3248,11719396.0,26241.0,34117.0,3.331,0.0,3.9199,3.714,7.3252,36.38,5.5517,36.0
60.3566,11721399.0,26223.0,34155.0,3.688,0.0,3.8844,3.6428,7.2098,36.35,6.1467,36.0
60.3566,11717534.0,26265.0,34054.0,3.688,0.0,3.953,3.8088,7.481,36.26,6.1467,36.0
60.3566,11716523.0,26254.0,31258.0,3.688,0.0,3.9709,3.7653,7.4093,36.26,6.1467,36.0
60.3883,11713383.0,26298.0,32319.0,3.688,0.0,4.0267,3.9392,7.6985,36.16,6.1467,36.0
60.3883,11711900.0,26213.0,33169.0,3.688,0.0,4.053,3.6033,7.1461,8.22,6.1467,36.0
60.3883,11712930.0,26247.0,34891.0,3.688,0.0,4.0347,3.7377,7.364,36.45,6.1467,36.0
60.4212,11708219.0,26289.0,34622.0,3.688,0.0,4.1184,3.9037,7.6388,36.39,6.1467,36.0
60.4256,11706305.0,26288.0,35581.0,3.688,0.0,4.1525,3.8997,7.6322,36.39,6.1467,36.0
60.4256,11704256.0,26287.0,34296.0,3.688,0.0,4.189,3.8958,7.6256,36.42,6.1467,36.0
60.4525,11701905.0,26287.0,32621.0,4.059,0.0,4.2308,3.8958,7.6256,36.47,6.765,36.0
60.4525,11702539.0,26314.0,31620.0,4.059,0.0,4.2195,4.0025,7.8054,36.41,6.765,36.0
60.4525,11700741.0,26427.0,33147.0,4.059,0.0,4.2516,4.4491,8.5851,35.99,6.765,36.0
60.4842,11696105.0,26313.0,32219.0,4.059,0.0,4.3342,3.9985,7.7987,36.21,6.765,36.0
60.4842,11696616.0,26317.0,32290.0,4.059,0.0,4.3251,4.0143,7.8255,36.33,6.765,36.0
60.4842,11693068.0,26340.0,32852.0,4.059,0.0,4.3884,4.1052,7.981,36.38,6.765,36.0
60.5152,11691040.0,26347.0,34178.0,4.059,0.0,4.4246,4.1329,8.0286,36.42,6.765,36.0
60.5152,11691305.0,26415.0,32857.0,4.059,0.0,4.4199,4.4017,8.5003,36.24,6.765,36.0
60.5152,11686579.0,26411.0,32325.0,4.059,0.0,4.5044,4.3859,8.4721,36.23,6.765,36.0
60.5475,11683292.0,26372.0,34257.0,4.059,0.0,4.5632,4.2317,8.2002,36.36,6.765,36.0
60.5475,11681998.0,26447.0,35037.0,4.059,0.0,4.5864,4.5281,8.7276,36.26,6.765,36.0
60.5475,11682489.0,26401.0,33974.0,4.059,0.0,4.5776,4.3463,8.4019,36.32,6.765,36.0
60.5792,11681164.0,26374.0,34006.0,4.441,0.0,4.6013,4.2396,8.214,36.43,7.4017,36.0
60.5792,11676053.0,26409.0,34220.0,4.441,0.0,4.6929,4.378,8.4581,36.48,7.4017,36.0
60.5792,11673942.0,26364.0,33424.0,4.441,0.0,4.7308,4.2001,8.1451,7.63,7.4017,36.0
60.5959,11672916.0,26477.0,34182.0,4.441,0.0,4.7492,4.6467,8.9437,36.23,7.4017,36.0
