t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,10.0,10.0,0.0,0.0,0.0,11400954,27573,36134,0
0.0,10.0,10.0,0.0,0.0,0.0,11401620,27521,29256,0
0.0,10.0,10.0,0.0,0.0,0.0,11403476,27479,32453,0
0.03187,10.0,10.0,0.0,0.0,0.0,11407849,27586,33626,0
0.03187,10.0,10.0,0.0,0.0,0.0,11402205,27583,36422,0
0.03187,10.0,10.0,0.0,0.0,0.0,11402014,27526,34637,0
0.06489,10.0,10.0,0.0,0.0,0.0,11400829,27455,33174,0
0.06489,10.0,10.0,0.0,0.0,0.0,11400876,27516,32184,0
0.06489,10.0,10.0,0.0,0.0,0.0,11405564,27538,30046,0
0.0827,10.0,10.0,0.0,0.0,0.0,11400679,27575,33982,0
0.0827,10.0,10.0,0.0,0.0,0.0,11400395,27648,34562,0
0.0827,10.0,10.0,0.0,0.0,0.0,11402243,27482,36401,0
0.11456,10.0,10.0,0.0,0.0,0.0,11402154,27438,36520,0
0.11456,10.0,10.0,0.0,0.0,0.0,11400496,27554,35214,0
0.11456,10.0,10.0,0.0,0.0,0.0,11401008,27557,37151,0
0.14679,10.0,10.0,0.0,0.0,0.0,11402154,27543,32799,0
0.14831,10.0,10.0,0.0,0.0,0.0,11401571,27541,33686,0
0.14831,10.0,10.0,0.0,0.0,0.0,11401804,27511,31774,0
0.17893,10.0,10.0,0.0,0.0,0.0,11403601,27503,28310,0
0.17893,10.0,10.0,0.0,0.0,0.0,11402216,27453,32264,0
0.17893,10.0,10.0,0.0,0.0,0.0,11401854,27612,33664,0
0.21506,10.0,10.0,0.0,0.0,-0.05,11401614,27566,31638,0
0.21506,10.0,10.0,0.0,0.0,-0.05,11401851,27475,33325,0
0.21506,10.0,10.0,0.0,0.0,-0.05,11402226,27510,33280,0
0.2455,10.0,10.0,0.0,0.0,-0.05,11407424,27498,34727,0
0.2455,10.0,10.0,0.0,0.0,-0.05,11400794,27480,38731,0
0.2455,10.0,10.0,0.0,0.0,-0.05,11403274,27553,31159,0
0.25906,10.0,10.0,0.0,0.0,-0.05,11402325,27468,31193,0
0.25906,10.0,10.0,0.0,0.0,-0.05,11402099,27580,30288,0
0.25906,10.0,10.0,0.0,0.0,-0.05,11403755,27528,27991,0
0.29072,10.0,10.0,0.0,0.0,-0.05,11401789,27631,33936,0
0.29072,10.0,10.0,0.0,0.0,-0.05,11401991,27545,36704,0
0.29072,10.0,10.0,0.0,0.0,-0.05,11405057,27621,35263,0
0.32324,10.0,10.0,0.0,0.0,-0.05,11401991,27650,35360,0
0.32324,10.0,10.0,0.0,0.0,-0.05,11405030,27570,37680,0
0.32324,10.0,10.0,0.0,0.0,-0.05,11402045,27468,31229,0
0.35817,10.0,10.0,0.0,0.0,-0.05,11401520,27523,29574,0
0.35817,10.0,10.0,0.0,0.0,-0.05,11401691,27541,29263,0
0.35817,10.0,10.0,0.0,0.0,-0.05,11399723,27532,29136,0
0.38711,10.0,10.0,0.0,0.0,-0.05,11403114,27636,34107,0
0.38711,10.0,10.0,0.0,0.0,-0.05,11401506,27522,33603,0
0.38711,10.0,10.0,0.0,0.0,-0.05,11400187,27515,36008,0
0.40712,10.0,10.0,0.0,0.0,-0.05,11401991,27557,35305,0
0.40712,10.0,10.0,0.0,0.0,-0.05,11400472,27580,36012,0
0.40712,10.0,10.0,0.0,0.0,-0.05,11400253,27586,32978,0
