t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,8.0,8.0,0.0,0.0,0.0,11482458,27187,37635,0
0.0,8.0,8.0,0.0,0.0,0.0,11482161,27124,27823,0
0.0,8.0,8.0,0.0,0.0,0.0,11484191,27271,30222,0
0.0483,8.0,8.0,0.0,0.0,-0.0063,11481153,27164,35622,0
0.0483,8.0,8.0,0.0,0.0,-0.0063,11490103,27197,33858,0
0.0483,8.0,8.0,0.0,0.0,-0.0063,11481237,27159,30348,0
0.0644,8.0,8.0,0.0,0.0,-0.0063,11480616,27153,30828,0
0.0644,8.0,8.0,0.0,0.0,-0.0063,11482666,27223,30402,0
0.0644,8.0,8.0,0.0,0.0,-0.0063,11482895,27131,25558,0
0.09594,8.0,8.0,0.0,0.0,-0.0063,11487103,27156,33231,0
0.09594,8.0,8.0,0.0,0.0,-0.0063,11480759,27214,34523,0
0.09594,8.0,8.0,0.0,0.0,-0.0063,11482633,27167,31478,0
0.12864,8.0,8.0,0.0,0.0,-0.0063,11481213,27304,30967,0
0.12864,8.0,8.0,0.0,0.0,-0.0063,11482351,27211,35767,0
0.12864,8.0,8.0,0.0,0.0,-0.0063,11486288,27058,34876,0
0.16471,8.0,8.0,0.0,0.0,-0.0063,11481514,27078,31182,0
0.16471,8.0,8.0,0.0,0.0,-0.0063,11482104,27265,38914,0
0.16471,8.0,8.0,0.0,0.0,-0.0063,11484661,27156,34089,0
0.19643,8.0,8.0,0.0,0.0,-0.0063,11483468,27179,33268,0
0.19643,8.0,8.0,0.0,0.0,-0.0063,11485530,27214,33596,0
0.19643,8.0,8.0,0.0,0.0,-0.0063,11482492,27087,32241,0
0.21277,8.0,8.0,0.0,0.0,-0.0063,11481490,27231,36800,0
0.21277,8.0,8.0,0.0,0.0,-0.0063,11482863,27146,33071,0
0.21277,8.0,8.0,0.0,0.0,-0.0063,11483130,27244,34015,0
0.24448,8.0,8.0,0.0,0.0,-0.0063,11482135,27199,34600,0
0.24448,8.0,8.0,0.0,0.0,-0.0063,11480598,27209,28922,0
0.24448,8.0,8.0,0.0,0.0,-0.0063,11482505,27135,35107,0
0.27586,8.0,8.0,0.0,0.0,-0.0719,11482210,27192,32190,0
0.27586,8.0,8.0,0.0,0.0,-0.0719,11482174,27173,36763,0
0.27586,8.0,8.0,0.0,0.0,-0.0719,11484466,27143,32160,0
0.30814,8.0,8.0,0.0,0.0,-0.0719,11482424,27104,37310,0
0.30814,8.0,8.0,0.0,0.0,-0.0719,11482210,27126,33702,0
0.30814,8.0,8.0,0.0,0.0,-0.0719,11482186,27155,38885,0
0.34188,8.0,8.0,0.0,0.0,-0.0719,11481666,27156,32879,0
0.34188,8.0,8.0,0.0,0.0,-0.0719,11483345,27185,28095,0
0.34188,8.0,8.0,0.0,0.0,-0.0719,11487758,27224,36094,0
0.37208,8.0,8.0,0.0,0.0,-0.0719,11482699,27092,31938,0
0.37208,8.0,8.0,0.0,0.0,-0.0719,11482807,27152,31477,0
0.37208,8.0,8.0,0.0,0.0,-0.0719,11481391,27202,29836,0
0.40382,8.0,8.0,0.0,0.0,-0.0719,11482711,27192,33556,0
0.40382,8.0,8.0,0.0,0.0,-0.0719,11481596,27191,29782,0
0.40382,8.0,8.0,0.0,0.0,-0.0719,11481620,27090,37344,0
0.43595,8.0,8.0,0.0,0.0,-0.0719,11483062,27190,34697,0
0.43595,8.0,8.0,0.0,0.0,-0.0719,11481828,27132,35539,0
0.43595,8.0,8.0,0.0,0.0,-0.0719,11481580,27124,31594,0
0.46838,8.0,8.0,0.0,0.0,-0.2,11480778,27148,33467,0
0.46838,8.0,8.0,0.0,0.0,-0.2,11481241,27158,33274,0
0.46838,8.0,8.0,0.0,0.0,-0.2,11483002,27174,38171,0
0.48502,8.0,8.0,0.0,0.0,-0.2,11481577,27099,32702,0
0.48552,8.0,8.0,0.0,0.0,-0.2,11482740,27144,38157,0
0.48552,8.0,8.0,0.0,0.0,-0.2,11484960,27159,36573,0
0.51758,8.0,8.0,0.0,0.0,-0.2,11481815,27174,33281,0
0.51758,8.0,8.0,0.0,0.0,-0.2,11481931,27183,35451,0
0.51758,8.0,8.0,0.0,0.0,-0.2,11483022,27161,30048,0
0.54974,8.0,8.0,0.0,0.0,-0.2,11482286,27207,35278,0
0.54974,8.0,8.0,0.0,0.0,-0.2,11481312,27176,33062,0
0.54974,8.0,8.0,0.0,0.0,-0.2,11481815,27138,34008,0
0.58518,8.0,8.0,0.0,0.0,-0.2,11482980,27219,31374,0
0.58518,8.0,8.0,0.0,0.0,-0.2,11482260,27119,36919,0
0.58518,8.0,8.0,0.0,0.0,-0.2,11481753,27140,30586,0
0.61795,8.0,8.0,0.0,0.0,-0.2,11483592,27147,33161,0
0.61795,8.0,8.0,0.0,0.0,-0.2,11481815,27114,37758,0
0.61795,8.0,8.0,0.0,0.0,-0.2,11482672,27130,36790,0
0.63689,8.0,8.0,0.0,0.0,-0.2,11482115,27127,34911,0
0.63689,8.0,8.0,0.0,0.0,-0.2,11481584,27171,37493,0
0.63689,8.0,8.0,0.0,0.0,-0.2,11482863,27165,31573,0
0.66558,8.0,8.0,0.0,0.0,-0.2,11491015,27216,35232,0
0.66558,8.0,8.0,0.0,0.0,-0.2,11482623,27144,36369,0
0.66558,8.0,8.0,0.0,0.0,-0.2,11481549,27130,31788,0
0.70026,8.0,8.0,0.0,0.0,-0.4031,11482863,27139,30942,0
0.70026,8.0,8.0,0.0,0.0,-0.4031,11483641,27187,31116,0
0.70026,8.0,8.0,0.0,0.0,-0.4031,11486637,27182,33036,0
0.73216,8.0,8.0,0.0,0.0,-0.4031,11481620,27186,37714,0
0.73216,8.0,8.0,0.0,0.0,-0.4031,11482757,27153,36529,0
0.73216,8.0,8.0,0.0,0.0,-0.4031,11483597,27181,33080,0
0.76454,8.0,8.0,0.0,0.0,-0.4031,11481984,27173,35483,0
0.76454,8.0,8.0,0.0,0.0,-0.4031,11486145,27163,32354,0
0.76454,8.0,8.0,0.0,0.0,-0.4031,11481774,27155,30095,0
0.79647,8.0,8.0,0.0,0.0,-0.4031,11482419,27196,36286,0
0.79647,8.0,8.0,0.0,0.0,-0.4031,11482711,27209,33449,0
0.79647,8.0,8.0,0.0,0.0,-0.4031,11482913,27142,31850,0
0.81446,8.0,8.0,0.0,0.0,-0.4031,11480521,27223,33426,0
0.81446,8.0,8.0,0.0,0.0,-0.4031,11482424,27142,32153,0
0.81446,8.0,8.0,0.0,0.0,-0.4031,11482009,27168,39101,0
0.84477,8.0,8.0,0.0,0.0,-0.4031,11482396,27141,36008,0
0.84678,8.0,8.0,0.0,0.0,-0.4031,11484051,27145,34734,0
0.84678,8.0,8.0,0.0,0.0,-0.4031,11484213,27207,34306,0
0.8765,8.0,8.0,0.0,0.0,-0.4031,11483033,27168,36433,0
0.8765,8.0,8.0,0.0,0.0,-0.4031,11482684,27109,35632,0
0.8765,8.0,8.0,0.0,0.0,-0.4031,11482081,27206,38234,0
0.91209,8.0,8.0,0.0,0.0,-0.6687,11481469,27208,28828,0
0.91209,8.0,8.0,0.0,0.0,-0.6687,11481753,27179,29832,0
0.91209,8.0,8.0,0.0,0.0,-0.6687,11481815,27164,32482,0
0.93986,8.0,8.0,0.0,0.0,-0.6687,11481246,27126,38343,0
0.94111,8.0,8.0,0.0,0.0,-0.6687,11481846,27152,32512,0
0.94111,8.0,8.0,0.0,0.0,-0.6687,11482925,27259,32164,0
0.97157,8.0,8.0,0.0,0.0,-0.6687,11483345,27130,35526,0
0.97157,8.0,8.0,0.0,0.0,-0.6687,11483072,27199,33470,0
0.97157,8.0,8.0,0.0,0.0,-0.6687,11482446,27175,34806,0
1.00455,8.0,8.0,0.0,0.0,-0.6687,11481312,27180,31574,0
1.00455,8.0,8.0,0.0,0.0,-0.6687,11481672,27124,39396,0
