t_s,xa_mm,xb_mm,ya_mm,yb_mm,z_mm,ldc_raw,r_raw,teng_raw,is_steady
0.0,0.0,0.0,0.0,0.0,-20.0,11976579,25315,33096,1
0.0,0.0,0.0,0.0,0.0,-20.0,11976276,25329,35171,1
0.0,0.0,0.0,0.0,0.0,-20.0,11987548,25304,38403,1
0.0319,0.0,0.0,0.0,0.0,-20.0,11976782,25252,35843,1
0.0319,0.0,0.0,0.0,0.0,-20.0,11976714,25345,35079,1
0.0319,0.0,0.0,0.0,0.0,-20.0,11977087,25310,35683,1
0.04802,0.0,0.0,0.0,0.0,-20.0,11977866,25334,34303,1
0.04802,0.0,0.0,0.0,0.0,-20.0,11976490,25298,40269,1
0.04802,0.0,0.0,0.0,0.0,-20.0,11976013,25293,35453,1
0.07958,0.0,0.0,0.0,0.0,-20.0,11976575,25336,32067,1
0.07958,0.0,0.0,0.0,0.0,-20.0,11976425,25264,36399,1
0.07958,0.0,0.0,0.0,0.0,-20.0,11975476,25259,29533,1
0.11055,0.0,0.0,0.0,0.0,-20.0,11980100,25258,34442,1
0.11055,0.0,0.0,0.0,0.0,-20.0,11975345,25323,31673,1
0.11055,0.0,0.0,0.0,0.0,-20.0,11975828,25268,34086,1
0.143,0.0,0.0,0.0,0.0,-20.0,11976453,25344,32325,1
0.143,0.0,0.0,0.0,0.0,-20.0,11975394,25254,36301,1
0.143,0.0,0.0,0.0,0.0,-20.0,11977574,25271,34415,1
0.17497,0.025,0.025,0.0,0.0,-20.0,11973810,25325,34812,1
0.17497,0.025,0.025,0.0,0.0,-20.0,11974226,25276,33842,1
0.17497,0.025,0.025,0.0,0.0,-20.0,11974891,25321,36332,1
0.20759,0.025,0.025,0.0,0.0,-20.0,11977290,25268,31202,1
0.20759,0.025,0.025,0.0,0.0,-20.0,11977784,25350,33322,1
0.20759,0.025,0.025,0.0,0.0,-20.0,11974007,25273,31679,1
0.23958,0.025,0.025,0.0,0.0,-20.0,11973921,25323,33367,1
0.23958,0.025,0.025,0.0,0.0,-20.0,11974816,25245,37244,1
0.23958,0.025,0.025,0.0,0.0,-20.0,11972946,25228,25877,1
0.27116,0.025,0.025,0.0,0.0,-20.0,11974252,25339,31828,1
0.27116,0.025,0.025,0.0,0.0,-20.0,11974816,25321,30673,1
0.27116,0.025,0.025,0.0,0.0,-20.0,11973175,25331,30514,1
0.30464,0.025,0.025,0.0,0.0,-20.0,11973254,25287,35673,1
0.30464,0.025,0.025,0.0,0.0,-20.0,11973446,25246,31612,1
0.30464,0.025,0.025,0.0,0.0,-20.0,11974690,25286,32828,1
0.31829,0.025,0.025,0.0,0.0,-20.0,11969664,25332,36617,1
0.31829,0.025,0.025,0.0,0.0,-20.0,11974076,25306,29437,1
0.31829,0.025,0.025,0.0,0.0,-20.0,11970178,25285,36514,1
0.35,0.025,0.025,0.0,0.0,-20.0,11972065,25265,34672,1
0.35,0.025,0.025,0.0,0.0,-20.0,11970812,25330,35301,1
0.35,0.025,0.025,0.0,0.0,-20.0,11971124,25299,35331,1
0.38238,0.1187,0.1187,0.0,0.0,-20.0,11965146,25329,38166,1
0.38238,0.1187,0.1187,0.0,0.0,-20.0,11970685,25296,36799,1
0.38238,0.1187,0.1187,0.0,0.0,-20.0,11969872,25310,36350,1
0.41463,0.1187,0.1187,0.0,0.0,-20.0,11970397,25380,36951,1
0.41463,0.1187,0.1187,0.0,0.0,-20.0,11970415,25270,32113,1
0.41463,0.1187,0.1187,0.0,0.0,-20.0,11970484,25366,34573,1
0.44693,0.1187,0.1187,0.0,0.0,-20.0,11968078,25301,36015,1
0.44693,0.1187,0.1187,0.0,0.0,-20.0,11967506,25307,33951,1
0.44693,0.1187,0.1187,0.0,0.0,-20.0,11969102,25350,34264,1
0.48059,0.1187,0.1187,0.0,0.0,-20.0,11967732,25325,35278,1
0.48059,0.1187,0.1187,0.0,0.0,-20.0,11969935,25328,30806,1
0.48059,0.1187,0.1187,0.0,0.0,-20.0,11966554,25304,33796,1
0.51283,0.1187,0.1187,0.0,0.0,-20.0,11964431,25304,32128,1
0.51283,0.1187,0.1187,0.0,0.0,-20.0,11966704,25366,33436,1
0.51283,0.1187,0.1187,0.0,0.0,-20.0,11965723,25345,32895,1
0.52891,0.1187,0.1187,0.0,0.0,-20.0,11963205,25358,33610,1
0.52891,0.1187,0.1187,0.0,0.0,-20.0,11963658,25334,33520,1
0.52891,0.1187,0.1187,0.0,0.0,-20.0,11964063,25246,34324,1
0.56221,0.1187,0.1187,0.0,0.0,-20.0,11963228,25302,31620,1
0.56221,0.1187,0.1187,0.0,0.0,-20.0,11963779,25319,29678,1
0.56221,0.1187,0.1187,0.0,0.0,-20.0,11962884,25373,33684,1
0.59409,0.2844,0.2844,0.0,0.0,-20.0,11970213,25379,30390,1
0.59409,0.2844,0.2844,0.0,0.0,-20.0,11961453,25366,33116,1
0.59409,0.2844,0.2844,0.0,0.0,-20.0,11960866,25363,37553,1
0.62731,0.2844,0.2844,0.0,0.0,-20.0,11958686,25360,29502,1
0.62731,0.2844,0.2844,0.0,0.0,-20.0,11957766,25406,31423,1
0.62731,0.2844,0.2844,0.0,0.0,-20.0,11956435,25398,33018,1
0.66909,0.2844,0.2844,0.0,0.0,-20.0,11958764,25369,28980,1
0.66909,0.2844,0.2844,0.0,0.0,-20.0,11957926,25387,35771,1
0.66909,0.2844,0.2844,0.0,0.0,-20.0,11959282,25373,33821,1
0.68444,0.2844,0.2844,0.0,0.0,-20.0,11957514,25395,32702,1
0.68444,0.2844,0.2844,0.0,0.0,-20.0,11958603,25348,30937,1
0.68444,0.2844,0.2844,0.0,0.0,-20.0,11956688,25451,31017,1
0.71685,0.2844,0.2844,0.0,0.0,-20.0,11955178,25359,30470,1
0.71685,0.2844,0.2844,0.0,0.0,-20.0,11953607,25304,32526,1
0.71685,0.2844,0.2844,0.0,0.0,-20.0,11955010,25456,30576,1
0.74872,0.2844,0.2844,0.0,0.0,-20.0,11956012,25409,35111,1
0.74872,0.2844,0.2844,0.0,0.0,-20.0,11951966,25298,29384,1
0.74872,0.2844,0.2844,0.0,0.0,-20.0,11951843,25415,33852,1
0.78041,0.2844,0.2844,0.0,0.0,-20.0,11954109,25365,35589,1
0.78041,0.2844,0.2844,0.0,0.0,-20.0,11951092,25373,31856,1
0.78041,0.2844,0.2844,0.0,0.0,-20.0,11952512,25381,35306,1
0.81467,0.5031,0.5031,0.0,0.0,-20.0,11950454,25440,35971,1
0.81467,0.5031,0.5031,0.0,0.0,-20.0,11948211,25442,34972,1
0.81467,0.5031,0.5031,0.0,0.0,-20.0,11948910,25277,36640,1
0.82859,0.5031,0.5031,0.0,0.0,-20.0,11946624,25399,34847,1
0.82859,0.5031,0.5031,0.0,0.0,-20.0,11948166,25445,36879,1
0.82859,0.5031,0.5031,0.0,0.0,-20.0,11947411,25373,34536,1
0.8614,0.5031,0.5031,0.0,0.0,-20.0,11945929,25452,32135,1
0.8614,0.5031,0.5031,0.0,0.0,-20.0,11944435,25400,34670,1
0.8614,0.5031,0.5031,0.0,0.0,-20.0,11943604,25363,34063,1
0.8945,0.5031,0.5031,0.0,0.0,-20.0,11942737,25408,33718,1
0.8945,0.5031,0.5031,0.0,0.0,-20.0,11941879,25437,31095,1
0.8945,0.5031,0.5031,0.0,0.0,-20.0,11941205,25411,36419,1
0.92498,0.5031,0.5031,0.0,0.0,-20.0,11941258,25460,32091,1
0.92498,0.5031,0.5031,0.0,0.0,-20.0,11940541,25449,35942,1
0.92498,0.5031,0.5031,0.0,0.0,-20.0,11940592,25417,36906,1
0.95892,0.5031,0.5031,0.0,0.0,-20.0,11939536,25442,30841,1
0.95892,0.5031,0.5031,0.0,0.0,-20.0,11937634,25382,34336,1
0.95892,0.5031,0.5031,0.0,0.0,-20.0,11936764,25484,36665,1
0.98941,0.7937,0.7937,0.0,0.0,-20.0,11937586,25424,35487,1
0.98941,0.7937,0.7937,0.0,0.0,-20.0,11938430,25476,34271,1
0.98941,0.7937,0.7937,0.0,0.0,-20.0,11935358,25505,34115,1
1.00632,0.7937,0.7937,0.0,0.0,-20.0,11940292,25485,31256,1
1.00632,0.7937,0.7937,0.0,0.0,-20.0,11933150,25440,35320,1
1.00632,0.7937,0.7937,0.0,0.0,-20.0,11932143,25481,32634,1
1.05286,0.7937,0.7937,0.0,0.0,-20.0,11932146,25463,36657,1
1.05286,0.7937,0.7937,0.0,0.0,-20.0,11932990,25427,31425,1
1.05286,0.7937,0.7937,0.0,0.0,-20.0,11933865,25477,34689,1
1.06885,0.7937,0.7937,0.0,0.0,-20.0,11930149,25453,30945,1
1.06885,0.7937,0.7937,0.0,0.0,-20.0,11928119,25521,36842,1
1.06885,0.7937,0.7937,0.0,0.0,-20.0,11927383,25442,29560,1
1.1018,0.7937,0.7937,0.0,0.0,-20.0,11928212,25439,29556,1
1.1018,0.7937,0.7937,0.0,0.0,-20.0,11926258,25484,36998,1
1.1018,0.7937,0.7937,0.0,0.0,-20.0,11924141,25499,31716,1
1.13248,0.7937,0.7937,0.0,0.0,-20.0,11923364,25579,32358,1
1.13248,0.7937,0.7937,0.0,0.0,-20.0,11923720,25514,34801,1
1.13248,0.7937,0.7937,0.0,0.0,-20.0,11921656,25501,33184,1
1.16515,0.7937,0.7937,0.0,0.0,-20.0,11922436,25484,35934,1
1.16515,0.7937,0.7937,0.0,0.0,-20.0,11919273,25523,33974,1
1.16515,0.7937,0.7937,0.0,0.0,-20.0,11919223,25578,36166,1
1.20457,1.1469,1.1438,0.0,0.0,-20.0,11918446,25502,36687,1
1.20457,1.1469,1.1438,0.0,0.0,-20.0,11918896,25556,31221,1
1.20457,1.1469,1.1438,0.0,0.0,-20.0,11917032,25504,36259,1
1.2368,1.1469,1.1438,0.0,0.0,-20.0,11921330,25484,33963,1
1.2368,1.1469,1.1438,0.0,0.0,-20.0,11914228,25499,36106,1
1.2368,1.1469,1.1438,0.0,0.0,-20.0,11914306,25491,34668,1
1.25459,1.1469,1.1438,0.0,0.0,-20.0,11912668,25550,37671,1
1.25459,1.1469,1.1438,0.0,0.0,-20.0,11914595,25600,36060,1
1.25459,1.1469,1.1438,0.0,0.0,-20.0,11911918,25550,31275,1
1.28491,1.1469,1.1438,0.0,0.0,-20.0,11910543,25558,32459,1
1.28491,1.1469,1.1438,0.0,0.0,-20.0,11909867,25571,35376,1
1.28491,1.1469,1.1438,0.0,0.0,-20.0,11908707,25580,32571,1
1.31739,1.1469,1.1438,0.0,0.0,-20.0,11907203,25583,34894,1
1.31739,1.1469,1.1438,0.0,0.0,-20.0,11907117,25609,36491,1
1.31739,1.1469,1.1438,0.0,0.0,-20.0,11904517,25646,35128,1
1.34917,1.1469,1.1438,0.0,0.0,-20.0,11903576,25521,36970,1
1.34917,1.1469,1.1438,0.0,0.0,-20.0,11902110,25583,34593,1
1.34917,1.1469,1.1438,0.0,0.0,-20.0,11900793,25625,33926,1
1.38086,1.1469,1.1438,0.0,0.0,-20.0,11903173,25624,29588,1
1.38086,1.1469,1.1438,0.0,0.0,-20.0,11899188,25616,37495,1
1.38086,1.1469,1.1438,0.0,0.0,-20.0,11899716,25609,34654,1
1.39754,1.1469,1.1438,0.0,0.0,-20.0,11897255,25615,36171,1
1.39754,1.1469,1.1438,0.0,0.0,-20.0,11895529,25677,34799,1
1.39754,1.1469,1.1438,0.0,0.0,-20.0,11895280,25596,30748,1
1.44783,1.5844,1.5813,0.0,0.0,-20.0,11896673,25627,29127,1
1.44783,1.5844,1.5813,0.0,0.0,-20.0,11892803,25573,31688,1
1.44783,1.5844,1.5813,0.0,0.0,-20.0,11892595,25636,36158,1
1.46005,1.5844,1.5813,0.0,0.0,-20.0,11891650,25613,37148,1
1.46005,1.5844,1.5813,0.0,0.0,-20.0,11889159,25624,35269,1
1.46005,1.5844,1.5813,0.0,0.0,-20.0,11891047,25582,32033,1
1.49187,1.5844,1.5813,0.0,0.0,-20.0,11887490,25591,35114,1
1.49187,1.5844,1.5813,0.0,0.0,-20.0,11886317,25576,33349,1
1.49187,1.5844,1.5813,0.0,0.0,-20.0,11885559,25681,34713,1
1.52391,1.5844,1.5813,0.0,0.0,-20.0,11882825,25667,35900,1
1.52391,1.5844,1.5813,0.0,0.0,-20.0,11883186,25611,34036,1
1.52391,1.5844,1.5813,0.0,0.0,-20.0,11885188,25655,35218,1
1.55802,1.5844,1.5813,0.0,0.0,-20.0,11879778,25673,33908,1
1.55802,1.5844,1.5813,0.0,0.0,-20.0,11878566,25719,35668,1
1.55802,1.5844,1.5813,0.0,0.0,-20.0,11877918,25705,34425,1
1.58993,1.5844,1.5813,0.0,0.0,-20.0,11876129,25685,31039,1
1.58993,1.5844,1.5813,0.0,0.0,-20.0,11873922,25638,30616,1
1.58993,1.5844,1.5813,0.0,0.0,-20.0,11873424,25714,31022,1
1.62402,1.5844,1.5813,0.0,0.0,-20.0,11872854,25719,34491,1
1.62402,1.5844,1.5813,0.0,0.0,-20.0,11872767,25639,32369,1
1.62402,1.5844,1.5813,0.0,0.0,-20.0,11872591,25704,37036,1
1.63816,2.0625,2.0562,0.0,0.0,-20.0,11870672,25643,32155,1
1.63816,2.0625,2.0562,0.0,0.0,-20.0,11868426,25784,29650,1
1.63816,2.0625,2.0562,0.0,0.0,-20.0,11868569,25696,36155,1
1.66954,2.0625,2.0562,0.0,0.0,-20.0,11864293,25733,33896,1
1.67073,2.0625,2.0562,0.0,0.0,-20.0,11864738,25791,33739,1
1.67073,2.0625,2.0562,0.0,0.0,-20.0,11863861,25735,33291,1
1.70109,2.0625,2.0562,0.0,0.0,-20.0,11856539,25805,35168,1
1.70109,2.0625,2.0562,0.0,0.0,-20.0,11852820,25809,32684,1
1.70109,2.0625,2.0562,0.0,0.0,-20.0,11852882,25774,30381,1
1.73414,2.0625,2.0562,0.0,0.0,-20.0,11854810,25734,33424,1
1.73414,2.0625,2.0562,0.0,0.0,-20.0,11854060,25791,30990,1
1.73414,2.0625,2.0562,0.0,0.0,-20.0,11861857,25759,32134,1
1.76456,2.0625,2.0562,0.0,0.0,-20.0,11852953,25742,31958,1
1.76456,2.0625,2.0562,0.0,0.0,-20.0,11852162,25788,31628,1
1.76456,2.0625,2.0562,0.0,0.0,-20.0,11853207,25799,36112,1
1.79584,2.0625,2.0562,0.0,0.0,-20.0,11853556,25775,36059,1
1.79584,2.0625,2.0562,0.0,0.0,-20.0,11856153,25773,32022,1
