timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1774178714372,11237434.0000,867.0000,11183.0000,888.0000,11200.0000
1774178714404,11236973.0000,867.0000,11220.0000,872.0000,11343.0000
1774178714406,11236244.0000,867.0000,11270.0000,857.0000,11357.0000
1774178714418,11235840.0000,866.0000,11226.0000,849.0000,11360.0000
1774178714428,11236965.0000,866.0000,11128.0000,868.0000,11008.0000
1774178714436,11237237.0000,866.0000,11332.0000,866.0000,11333.0000
1774178714458,11236692.0000,866.0000,11342.0000,866.0000,11690.0000
1774178714458,11240567.0000,865.0000,11408.0000,863.0000,11419.0000
1774178714480,11240160.0000,865.0000,11217.0000,847.0000,11184.0000
1774178714483,11236099.0000,866.0000,11153.0000,869.0000,11354.0000
1774178714499,11238217.0000,866.0000,11305.0000,867.0000,11051.0000
1774178714515,11236999.0000,867.0000,11291.0000,892.0000,11223.0000
1774178714515,11237379.0000,866.0000,11336.0000,867.0000,11510.0000
1774178714531,11235883.0000,866.0000,11261.0000,860.0000,11307.0000
1774178714558,11237891.0000,867.0000,11227.0000,869.0000,11215.0000
1774178714575,11237105.0000,865.0000,11162.0000,861.0000,10949.0000
1774178714595,11236733.0000,865.0000,11281.0000,863.0000,11498.0000
1774178714595,11236517.0000,866.0000,11411.0000,874.0000,11789.0000
1774178714595,11236370.0000,866.0000,11287.0000,874.0000,11267.0000
1774178714623,11236833.0000,865.0000,11385.0000,867.0000,11323.0000
1774178714626,11236094.0000,864.0000,11261.0000,866.0000,11124.0000
1774178714643,11237206.0000,865.0000,11389.0000,867.0000,11493.0000
1774178714674,11237676.0000,865.0000,11281.0000,885.0000,11168.0000
1774178714674,11235256.0000,866.0000,11163.0000,863.0000,10978.0000
1774178714674,11236370.0000,866.0000,11370.0000,867.0000,11410.0000
1774178714690,11236833.0000,867.0000,11161.0000,887.0000,11240.0000
1774178714706,11237819.0000,868.0000,11318.0000,866.0000,11258.0000
1774178714727,11237293.0000,868.0000,11183.0000,865.0000,11142.0000
1774178714742,11236128.0000,869.0000,11353.0000,867.0000,11522.0000
1774178714742,11236690.0000,868.0000,11258.0000,873.0000,11121.0000
1774178714764,11241016.0000,868.0000,11176.0000,868.0000,11128.0000
1774178714775,11237322.0000,867.0000,11290.0000,875.0000,11347.0000
1774178714786,11239358.0000,867.0000,11273.0000,866.0000,11500.0000
1774178714827,11236406.0000,867.0000,11356.0000,866.0000,11168.0000
1774178714829,11237749.0000,868.0000,11387.0000,869.0000,11636.0000
1774178714829,11236286.0000,868.0000,11128.0000,861.0000,10877.0000
1774178714842,11241190.0000,867.0000,11216.0000,859.0000,11068.0000
1774178714855,11238547.0000,867.0000,11292.0000,853.0000,11509.0000
1774178714874,11237517.0000,866.0000,11229.0000,862.0000,11053.0000
1774178714891,11237237.0000,866.0000,11195.0000,863.0000,11106.0000
1774178714899,11237376.0000,867.0000,11199.0000,877.0000,11254.0000
1774178714899,11238357.0000,866.0000,11363.0000,866.0000,11166.0000
1774178714923,11237215.0000,867.0000,11228.0000,866.0000,11248.0000
1774178714936,11235589.0000,867.0000,11150.0000,857.0000,10933.0000
1774178714954,11236630.0000,868.0000,11274.0000,894.0000,11139.0000
1774178714970,11234992.0000,868.0000,10935.0000,866.0000,10962.0000
1774178714987,11236436.0000,868.0000,10998.0000,875.0000,11408.0000
1774178714989,11234458.0000,867.0000,10998.0000,864.0000,11141.0000
1774178714996,11237223.0000,867.0000,10872.0000,898.0000,11030.0000
1774178715008,11236962.0000,867.0000,11048.0000,876.0000,11325.0000
1774178715034,11235772.0000,867.0000,10956.0000,868.0000,10585.0000
1774178715050,11235908.0000,868.0000,11094.0000,865.0000,11706.0000
1774178715065,11235840.0000,868.0000,10940.0000,875.0000,10688.0000
1774178715067,11238498.0000,867.0000,11099.0000,866.0000,11170.0000
1774178715081,11236117.0000,868.0000,10839.0000,876.0000,10505.0000
1774178715097,11238421.0000,867.0000,11122.0000,854.0000,10937.0000
1774178715113,11236369.0000,867.0000,11191.0000,866.0000,11405.0000
1774178715124,11236310.0000,866.0000,11046.0000,869.0000,11230.0000
1774178715124,11236965.0000,866.0000,11055.0000,869.0000,10740.0000
1774178715141,11236544.0000,866.0000,10982.0000,868.0000,11327.0000
1774178715157,11239339.0000,866.0000,11030.0000,891.0000,10927.0000
1774178715176,11239659.0000,867.0000,11009.0000,869.0000,10899.0000
1774178715180,11246469.0000,866.0000,11112.0000,884.0000,11687.0000
1774178715198,11237032.0000,866.0000,10892.0000,861.0000,11173.0000
1774178715221,11234584.0000,867.0000,10873.0000,868.0000,10886.0000
1774178715232,11235670.0000,866.0000,11116.0000,836.0000,10754.0000
1774178715232,11236833.0000,867.0000,11018.0000,868.0000,11064.0000
1774178715244,11242564.0000,866.0000,11029.0000,854.0000,11121.0000
1774178715259,11237561.0000,867.0000,10915.0000,876.0000,10997.0000
1774178715276,11235775.0000,867.0000,11153.0000,877.0000,11109.0000
1774178715293,11235737.0000,868.0000,11185.0000,868.0000,10770.0000
1774178715307,11236905.0000,867.0000,11294.0000,864.0000,11317.0000
1774178715324,11243370.0000,868.0000,11334.0000,870.0000,11735.0000
1774178715324,11238327.0000,867.0000,11241.0000,868.0000,11194.0000
1774178715342,11236982.0000,866.0000,10852.0000,844.0000,10592.0000
1774178715358,11238498.0000,867.0000,11121.0000,864.0000,11270.0000
1774178715384,11237021.0000,867.0000,11043.0000,862.0000,11287.0000
1774178715399,11236833.0000,867.0000,11035.0000,867.0000,10889.0000
1774178715414,11236333.0000,866.0000,11098.0000,867.0000,11302.0000
1774178715430,11237133.0000,866.0000,11105.0000,868.0000,11111.0000
1774178715432,11235664.0000,867.0000,11001.0000,865.0000,11153.0000
1774178715446,11237982.0000,867.0000,11266.0000,868.0000,11555.0000
1774178715450,11236833.0000,868.0000,11173.0000,859.0000,10741.0000
1774178715466,11236412.0000,868.0000,11191.0000,877.0000,11282.0000
1774178715482,11237140.0000,868.0000,11179.0000,872.0000,10926.0000
1774178715514,11237477.0000,869.0000,11023.0000,885.0000,11025.0000
1774178715514,11238959.0000,869.0000,11451.0000,863.0000,11298.0000
1774178715514,11236016.0000,867.0000,11146.0000,882.0000,11670.0000
1774178715542,11238979.0000,867.0000,11260.0000,861.0000,11481.0000
1774178715558,11236704.0000,867.0000,11179.0000,866.0000,11121.0000
1774178715565,11236354.0000,867.0000,11138.0000,847.0000,10709.0000
1774178715594,11234697.0000,866.0000,11371.0000,870.0000,11503.0000
1774178715594,11235775.0000,866.0000,11309.0000,865.0000,11111.0000
1774178715609,11238327.0000,866.0000,11223.0000,860.0000,11466.0000
1774178715611,11234004.0000,866.0000,11178.0000,870.0000,11310.0000
1774178715625,11235449.0000,865.0000,11181.0000,865.0000,10810.0000
1774178715643,11235335.0000,865.0000,11247.0000,865.0000,11248.0000
1774178715663,11237831.0000,865.0000,11156.0000,867.0000,11262.0000
1774178715671,11237486.0000,867.0000,11162.0000,891.0000,11341.0000
1774178715684,11238265.0000,867.0000,11286.0000,869.0000,10874.0000
1774178715700,11235955.0000,867.0000,11406.0000,881.0000,11547.0000
1774178715717,11237045.0000,867.0000,11221.0000,872.0000,11418.0000
1774178715732,11236750.0000,867.0000,11258.0000,863.0000,11442.0000
1774178715748,11235079.0000,867.0000,11267.0000,870.0000,11330.0000
1774178715750,11236406.0000,866.0000,11190.0000,845.0000,11172.0000
1774178715764,11243370.0000,866.0000,11166.0000,872.0000,10765.0000
1774178715781,11238512.0000,867.0000,11130.0000,852.0000,10948.0000
1774178715797,11234498.0000,866.0000,11253.0000,873.0000,11242.0000
1774178715827,11236728.0000,867.0000,11422.0000,866.0000,11750.0000
