timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1774179094354,11081600.0000,890.0000,11176.0000,890.0000,11534.0000
1774179094371,11083028.0000,891.0000,10748.0000,893.0000,10555.0000
1774179094371,11087284.0000,892.0000,10721.0000,891.0000,10470.0000
1774179094371,11084839.0000,891.0000,10843.0000,891.0000,11224.0000
1774179094385,11083979.0000,891.0000,10861.0000,873.0000,10460.0000
1774179094401,11083394.0000,891.0000,10757.0000,897.0000,10603.0000
1774179094434,11082904.0000,890.0000,10687.0000,876.0000,10693.0000
1774179094434,11082850.0000,890.0000,10815.0000,910.0000,11019.0000
1774179094434,11085376.0000,890.0000,10766.0000,888.0000,11020.0000
1774179094456,11082018.0000,890.0000,10796.0000,892.0000,10950.0000
1774179094472,11083279.0000,890.0000,10693.0000,891.0000,10892.0000
1774179094481,11082288.0000,891.0000,10568.0000,891.0000,10647.0000
1774179094497,11083501.0000,891.0000,10669.0000,892.0000,10746.0000
1774179094505,11083438.0000,891.0000,10674.0000,899.0000,10763.0000
1774179094519,11083495.0000,892.0000,10661.0000,887.0000,10980.0000
1774179094529,11085243.0000,891.0000,10778.0000,894.0000,10812.0000
1774179094545,11083682.0000,891.0000,10724.0000,898.0000,10617.0000
1774179094561,11083650.0000,891.0000,10766.0000,888.0000,10976.0000
1774179094577,11086266.0000,891.0000,10676.0000,887.0000,10433.0000
1774179094593,11084025.0000,891.0000,10752.0000,888.0000,10592.0000
1774179094615,11083438.0000,891.0000,10972.0000,896.0000,11414.0000
1774179094617,11085189.0000,892.0000,10699.0000,889.0000,10879.0000
1774179094625,11085045.0000,892.0000,10689.0000,892.0000,10578.0000
1774179094641,11088556.0000,892.0000,10771.0000,897.0000,11130.0000
1774179094657,11086821.0000,892.0000,10683.0000,892.0000,10647.0000
1774179094677,11083438.0000,891.0000,10780.0000,893.0000,11201.0000
1774179094689,11083438.0000,890.0000,10557.0000,893.0000,10785.0000
1774179094705,11084273.0000,891.0000,10655.0000,895.0000,10576.0000
1774179094705,11085032.0000,891.0000,10725.0000,890.0000,10579.0000
1774179094721,11083386.0000,891.0000,10611.0000,890.0000,10513.0000
1774179094737,11082071.0000,892.0000,10639.0000,903.0000,10502.0000
1774179094753,11085213.0000,892.0000,10808.0000,891.0000,11028.0000
1774179094770,11081900.0000,892.0000,10632.0000,901.0000,10601.0000
1774179094785,11082687.0000,892.0000,10634.0000,888.0000,10497.0000
1774179094803,11082648.0000,890.0000,10724.0000,894.0000,10316.0000
1774179094803,11083279.0000,891.0000,10788.0000,892.0000,10944.0000
1774179094820,11084004.0000,891.0000,10728.0000,887.0000,10739.0000
1774179094837,11082337.0000,892.0000,10668.0000,889.0000,11192.0000
1774179094849,11082600.0000,891.0000,10835.0000,900.0000,11020.0000
1774179094865,11082198.0000,891.0000,10689.0000,886.0000,10674.0000
1774179094900,11082263.0000,891.0000,10677.0000,896.0000,10238.0000
1774179094900,11081160.0000,891.0000,10633.0000,881.0000,10370.0000
1774179094900,11084339.0000,892.0000,10782.0000,890.0000,10635.0000
1774179094913,11084830.0000,892.0000,10808.0000,900.0000,10586.0000
1774179094933,11083101.0000,891.0000,10763.0000,888.0000,10227.0000
1774179094945,11082850.0000,891.0000,10806.0000,884.0000,10580.0000
1774179094977,11092374.0000,891.0000,10808.0000,887.0000,10866.0000
1774179094977,11084509.0000,891.0000,10739.0000,905.0000,10532.0000
1774179094977,11085830.0000,891.0000,10772.0000,886.0000,10743.0000
1774179094993,11084660.0000,890.0000,10597.0000,899.0000,10561.0000
1774179095009,11083857.0000,891.0000,10745.0000,895.0000,10708.0000
1774179095027,11084091.0000,892.0000,10755.0000,890.0000,10780.0000
1774179095041,11085524.0000,891.0000,10664.0000,891.0000,10652.0000
1774179095041,11083438.0000,890.0000,10667.0000,889.0000,10112.0000
1774179095058,11084047.0000,889.0000,10790.0000,893.0000,11234.0000
1774179095076,11083267.0000,890.0000,10795.0000,884.0000,10983.0000
1774179095088,11083657.0000,890.0000,10745.0000,891.0000,10432.0000
1774179095106,11083438.0000,891.0000,10679.0000,892.0000,10497.0000
1774179095124,11083452.0000,892.0000,10567.0000,894.0000,10414.0000
1774179095124,11085045.0000,893.0000,10687.0000,889.0000,10137.0000
1774179095136,11085087.0000,891.0000,10723.0000,890.0000,10720.0000
1774179095154,11082828.0000,891.0000,10694.0000,891.0000,10477.0000
1774179095170,11083231.0000,892.0000,10805.0000,890.0000,11068.0000
1774179095200,11083618.0000,891.0000,10588.0000,885.0000,10260.0000
1774179095200,11083438.0000,892.0000,10780.0000,886.0000,11060.0000
1774179095200,11118628.0000,891.0000,10639.0000,895.0000,10766.0000
1774179095216,11084153.0000,891.0000,10825.0000,885.0000,10842.0000
1774179095234,11083660.0000,892.0000,10795.0000,906.0000,11473.0000
1774179095248,11084611.0000,891.0000,10866.0000,887.0000,10991.0000
1774179095264,11083315.0000,891.0000,10634.0000,895.0000,10819.0000
1774179095281,11084609.0000,891.0000,10689.0000,896.0000,10948.0000
1774179095283,11083743.0000,892.0000,10630.0000,891.0000,10298.0000
1774179095296,11083420.0000,892.0000,10722.0000,894.0000,10191.0000
1774179095313,11084779.0000,892.0000,10878.0000,897.0000,10986.0000
1774179095327,11083453.0000,893.0000,10971.0000,902.0000,11057.0000
1774179095343,11090166.0000,893.0000,10650.0000,903.0000,10374.0000
1774179095359,11083591.0000,892.0000,10639.0000,890.0000,10314.0000
1774179095359,11085367.0000,891.0000,10674.0000,885.0000,10744.0000
1774179095375,11085965.0000,892.0000,10860.0000,893.0000,10868.0000
1774179095391,11084248.0000,893.0000,10808.0000,894.0000,10468.0000
1774179095407,11083541.0000,892.0000,10623.0000,887.0000,10718.0000
1774179095423,11084946.0000,891.0000,10661.0000,892.0000,10729.0000
1774179095439,11084248.0000,892.0000,10983.0000,891.0000,11224.0000
1774179095439,11084305.0000,892.0000,10849.0000,897.0000,10873.0000
1774179095439,11082779.0000,892.0000,11051.0000,886.0000,11377.0000
1774179095470,11083118.0000,891.0000,10833.0000,889.0000,11011.0000
1774179095488,11082263.0000,891.0000,11045.0000,892.0000,11346.0000
1774179095517,11085416.0000,890.0000,11120.0000,878.0000,10739.0000
1774179095517,11083400.0000,890.0000,11133.0000,900.0000,11222.0000
1774179095517,11084775.0000,890.0000,10977.0000,886.0000,10530.0000
1774179095533,11084854.0000,890.0000,10986.0000,888.0000,10889.0000
1774179095549,11082746.0000,891.0000,11070.0000,905.0000,10877.0000
1774179095565,11083241.0000,891.0000,11122.0000,896.0000,11489.0000
1774179095581,11082361.0000,891.0000,11297.0000,882.0000,11768.0000
1774179095597,11082921.0000,890.0000,11200.0000,894.0000,11316.0000
1774179095612,11085045.0000,890.0000,11189.0000,898.0000,11210.0000
1774179095612,11084819.0000,891.0000,11103.0000,895.0000,10854.0000
1774179095628,11083650.0000,891.0000,11085.0000,888.0000,10938.0000
1774179095654,11084165.0000,891.0000,11075.0000,889.0000,10968.0000
1774179095665,11083413.0000,890.0000,11215.0000,908.0000,11322.0000
1774179095679,11083386.0000,890.0000,11243.0000,897.0000,10955.0000
1774179095694,11083099.0000,891.0000,11052.0000,888.0000,11136.0000
1774179095709,11082389.0000,891.0000,10983.0000,889.0000,10567.0000
1774179095710,11083187.0000,892.0000,11256.0000,905.0000,11217.0000
1774179095726,11083438.0000,891.0000,11206.0000,895.0000,10900.0000
1774179095743,11087705.0000,891.0000,11197.0000,883.0000,11048.0000
1774179095755,11086366.0000,890.0000,11185.0000,877.0000,10928.0000
1774179095771,11090291.0000,890.0000,11136.0000,890.0000,10937.0000
1774179095787,11084025.0000,890.0000,11131.0000,892.0000,11041.0000
1774179095803,11083787.0000,890.0000,11306.0000,868.0000,11364.0000
1774179095805,11083787.0000,890.0000,11170.0000,904.0000,11299.0000
1774179095819,11083787.0000,890.0000,11230.0000,888.0000,10954.0000
1774179095835,11089540.0000,890.0000,11206.0000,888.0000,11221.0000
1774179095850,11084153.0000,891.0000,11148.0000,909.0000,10975.0000
1774179095869,11083979.0000,891.0000,11195.0000,888.0000,10974.0000
1774179095901,11083702.0000,891.0000,11200.0000,895.0000,10841.0000
1774179095904,11084811.0000,890.0000,11209.0000,894.0000,11091.0000
1774179095904,11083510.0000,891.0000,11211.0000,883.0000,11215.0000
1774179095921,11084563.0000,891.0000,11113.0000,893.0000,11186.0000
1774179095929,11082389.0000,891.0000,11072.0000,890.0000,11086.0000
1774179095945,11084211.0000,891.0000,11231.0000,894.0000,11314.0000
1774179095961,11083231.0000,890.0000,11163.0000,870.0000,11365.0000
1774179095962,11083323.0000,890.0000,11111.0000,904.0000,11172.0000
1774179095977,11082263.0000,890.0000,11168.0000,901.0000,11225.0000
1774179095993,11080995.0000,890.0000,11275.0000,906.0000,11603.0000
1774179096009,11085510.0000,890.0000,11173.0000,891.0000,11520.0000
1774179096025,11084140.0000,890.0000,11074.0000,890.0000,10744.0000
1774179096041,11084204.0000,890.0000,11090.0000,885.0000,11201.0000
1774179096041,11083469.0000,890.0000,11120.0000,889.0000,10951.0000
1774179096057,11086266.0000,890.0000,11217.0000,886.0000,11143.0000
